split,risk_budget,method,seed,episodes,coverage,fixed_risk_success,executed_success,false_safe_rate,irreversible_failure,damage,total_cost
combined_hard_shift,0.05,cvar_recovery_planner,9,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
combined_hard_shift,0.05,recoverability_score_planner_v5,0,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
combined_hard_shift,0.05,recoverability_score_planner_v5,1,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
combined_hard_shift,0.05,recoverability_score_planner_v5,2,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
combined_hard_shift,0.05,recoverability_score_planner_v5,3,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
combined_hard_shift,0.05,recoverability_score_planner_v5,4,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
combined_hard_shift,0.05,recoverability_score_planner_v5,5,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
combined_hard_shift,0.05,recoverability_score_planner_v5,6,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
combined_hard_shift,0.05,recoverability_score_planner_v5,7,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
combined_hard_shift,0.05,recoverability_score_planner_v5,8,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
combined_hard_shift,0.05,recoverability_score_planner_v5,9,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
combined_hard_shift,0.05,oracle_recoverability_upper_bound,0,64,0.84375,0.70312,0.83333,0.00000,0.00000,0.00000,1.84966
combined_hard_shift,0.05,oracle_recoverability_upper_bound,1,64,0.87500,0.76562,0.87500,0.01786,0.00000,0.01786,1.77671
combined_hard_shift,0.05,oracle_recoverability_upper_bound,2,64,0.81250,0.68750,0.84615,0.00000,0.00000,0.00000,1.81513
combined_hard_shift,0.05,oracle_recoverability_upper_bound,3,64,0.78125,0.73438,0.94000,0.00000,0.00000,0.00000,1.77445
combined_hard_shift,0.05,oracle_recoverability_upper_bound,4,64,0.87500,0.76562,0.87500,0.01786,0.00000,0.01786,1.78944
combined_hard_shift,0.05,oracle_recoverability_upper_bound,5,64,0.81250,0.64062,0.78846,0.01923,0.00000,0.01923,1.87704
combined_hard_shift,0.05,oracle_recoverability_upper_bound,6,64,0.82812,0.64062,0.77358,0.01887,0.00000,0.01887,1.84408
combined_hard_shift,0.05,oracle_recoverability_upper_bound,7,64,0.90625,0.79688,0.87931,0.01724,0.00000,0.01724,1.80660
combined_hard_shift,0.05,oracle_recoverability_upper_bound,8,64,0.82812,0.68750,0.83019,0.01887,0.00000,0.01887,1.79690
combined_hard_shift,0.05,oracle_recoverability_upper_bound,9,64,0.93750,0.79688,0.85000,0.00000,0.00000,0.00000,1.81421
combined_hard_shift,0.10,conformal_failure_filter,0,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
combined_hard_shift,0.10,conformal_failure_filter,1,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
combined_hard_shift,0.10,conformal_failure_filter,2,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
combined_hard_shift,0.10,conformal_failure_filter,3,64,0.23438,0.21875,0.93333,0.06667,0.00000,0.06667,1.86819
combined_hard_shift,0.10,conformal_failure_filter,4,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
combined_hard_shift,0.10,conformal_failure_filter,5,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
combined_hard_shift,0.10,conformal_failure_filter,6,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
combined_hard_shift,0.10,conformal_failure_filter,7,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
combined_hard_shift,0.10,conformal_failure_filter,8,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
combined_hard_shift,0.10,conformal_failure_filter,9,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
combined_hard_shift,0.10,learned_failure_classifier,0,64,0.29688,0.25000,0.84211,0.00000,0.00000,0.00000,1.85717
combined_hard_shift,0.10,learned_failure_classifier,1,64,0.35938,0.28125,0.78261,0.00000,0.00000,0.00000,1.87598
combined_hard_shift,0.10,learned_failure_classifier,2,64,0.31250,0.23438,0.75000,0.00000,0.00000,0.00000,1.90550
combined_hard_shift,0.10,learned_failure_classifier,3,64,0.28125,0.23438,0.83333,0.00000,0.00000,0.00000,1.83660
combined_hard_shift,0.10,learned_failure_classifier,4,64,0.34375,0.28125,0.81818,0.00000,0.00000,0.00000,1.86207
combined_hard_shift,0.10,learned_failure_classifier,5,64,0.31250,0.26562,0.85000,0.05000,0.00000,0.05000,1.84401
combined_hard_shift,0.10,learned_failure_classifier,6,64,0.42188,0.37500,0.88889,0.00000,0.00000,0.00000,1.82519
combined_hard_shift,0.10,learned_failure_classifier,7,64,0.23438,0.21875,0.93333,0.00000,0.00000,0.00000,1.82441
combined_hard_shift,0.10,learned_failure_classifier,8,64,0.31250,0.23438,0.75000,0.00000,0.00000,0.00000,1.89291
combined_hard_shift,0.10,learned_failure_classifier,9,64,0.43750,0.39062,0.89286,0.03571,0.00000,0.03571,1.87014
combined_hard_shift,0.10,learned_expected_utility,0,64,0.26562,0.25000,0.94118,0.00000,0.00000,0.00000,1.76860
combined_hard_shift,0.10,learned_expected_utility,1,64,0.28125,0.28125,1.00000,0.00000,0.00000,0.00000,1.69697
combined_hard_shift,0.10,learned_expected_utility,2,64,0.25000,0.20312,0.81250,0.00000,0.00000,0.00000,1.87153
combined_hard_shift,0.10,learned_expected_utility,3,64,0.29688,0.21875,0.73684,0.00000,0.00000,0.00000,1.89236
combined_hard_shift,0.10,learned_expected_utility,4,64,0.29688,0.25000,0.84211,0.00000,0.00000,0.00000,1.81670
combined_hard_shift,0.10,learned_expected_utility,5,64,0.28125,0.23438,0.83333,0.00000,0.00000,0.00000,1.81207
combined_hard_shift,0.10,learned_expected_utility,6,64,0.39062,0.31250,0.80000,0.00000,0.00000,0.00000,1.87155
combined_hard_shift,0.10,learned_expected_utility,7,64,0.21875,0.14062,0.64286,0.07143,0.00000,0.07143,1.93882
combined_hard_shift,0.10,learned_expected_utility,8,64,0.26562,0.23438,0.88235,0.00000,0.00000,0.00000,1.81055
combined_hard_shift,0.10,learned_expected_utility,9,64,0.35938,0.32812,0.91304,0.00000,0.00000,0.00000,1.81174
combined_hard_shift,0.10,cvar_recovery_planner,0,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
combined_hard_shift,0.10,cvar_recovery_planner,1,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
combined_hard_shift,0.10,cvar_recovery_planner,2,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
combined_hard_shift,0.10,cvar_recovery_planner,3,64,0.28125,0.23438,0.83333,0.00000,0.00000,0.00000,1.86749
combined_hard_shift,0.10,cvar_recovery_planner,4,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
combined_hard_shift,0.10,cvar_recovery_planner,5,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
combined_hard_shift,0.10,cvar_recovery_planner,6,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
combined_hard_shift,0.10,cvar_recovery_planner,7,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
combined_hard_shift,0.10,cvar_recovery_planner,8,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
combined_hard_shift,0.10,cvar_recovery_planner,9,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
combined_hard_shift,0.10,recoverability_score_planner_v5,0,64,0.37500,0.32812,0.87500,0.00000,0.00000,0.00000,1.86475
combined_hard_shift,0.10,recoverability_score_planner_v5,1,64,0.40625,0.35938,0.88462,0.00000,0.00000,0.00000,1.87700
combined_hard_shift,0.10,recoverability_score_planner_v5,2,64,0.39062,0.35938,0.92000,0.04000,0.00000,0.04000,1.84258
combined_hard_shift,0.10,recoverability_score_planner_v5,3,64,0.51562,0.43750,0.84848,0.00000,0.00000,0.00000,1.89258
combined_hard_shift,0.10,recoverability_score_planner_v5,4,64,0.50000,0.40625,0.81250,0.00000,0.00000,0.00000,1.95749
combined_hard_shift,0.10,recoverability_score_planner_v5,5,64,0.48438,0.37500,0.77419,0.00000,0.00000,0.00000,1.95666
combined_hard_shift,0.10,recoverability_score_planner_v5,6,64,0.56250,0.42188,0.75000,0.00000,0.00000,0.00000,1.99426
combined_hard_shift,0.10,recoverability_score_planner_v5,7,64,0.37500,0.32812,0.87500,0.00000,0.00000,0.00000,1.94977
combined_hard_shift,0.10,recoverability_score_planner_v5,8,64,0.40625,0.34375,0.84615,0.00000,0.00000,0.00000,1.91742
combined_hard_shift,0.10,recoverability_score_planner_v5,9,64,0.53125,0.45312,0.85294,0.00000,0.00000,0.00000,1.91377
combined_hard_shift,0.10,oracle_recoverability_upper_bound,0,64,1.00000,0.78125,0.78125,0.00000,0.00000,0.00000,1.87023
combined_hard_shift,0.10,oracle_recoverability_upper_bound,1,64,1.00000,0.89062,0.89062,0.01562,0.00000,0.01562,1.76891
combined_hard_shift,0.10,oracle_recoverability_upper_bound,2,64,1.00000,0.85938,0.85938,0.00000,0.00000,0.00000,1.80497
combined_hard_shift,0.10,oracle_recoverability_upper_bound,3,64,1.00000,0.95312,0.95312,0.00000,0.00000,0.00000,1.76573
combined_hard_shift,0.10,oracle_recoverability_upper_bound,4,64,1.00000,0.87500,0.87500,0.03125,0.00000,0.03125,1.78981
combined_hard_shift,0.10,oracle_recoverability_upper_bound,5,64,0.98438,0.76562,0.77778,0.03175,0.00000,0.03175,1.87616
combined_hard_shift,0.10,oracle_recoverability_upper_bound,6,64,1.00000,0.78125,0.78125,0.01562,0.00000,0.01562,1.83758
combined_hard_shift,0.10,oracle_recoverability_upper_bound,7,64,1.00000,0.89062,0.89062,0.01562,0.00000,0.01562,1.79633
combined_hard_shift,0.10,oracle_recoverability_upper_bound,8,64,1.00000,0.82812,0.82812,0.01562,0.00000,0.01562,1.79339
combined_hard_shift,0.10,oracle_recoverability_upper_bound,9,64,1.00000,0.85938,0.85938,0.00000,0.00000,0.00000,1.81073
combined_hard_shift,0.20,conformal_failure_filter,0,64,0.59375,0.45312,0.76316,0.02632,0.00000,0.02632,1.94093
combined_hard_shift,0.20,conformal_failure_filter,1,64,0.54688,0.48438,0.88571,0.02857,0.00000,0.02857,1.87003
combined_hard_shift,0.20,conformal_failure_filter,2,64,0.56250,0.50000,0.88889,0.00000,0.00000,0.00000,1.83580
combined_hard_shift,0.20,conformal_failure_filter,3,64,0.60938,0.57812,0.94872,0.02564,0.00000,0.02564,1.82906
combined_hard_shift,0.20,conformal_failure_filter,4,64,0.59375,0.54688,0.92105,0.02632,0.00000,0.02632,1.82254
combined_hard_shift,0.20,conformal_failure_filter,5,64,0.64062,0.51562,0.80488,0.00000,0.00000,0.00000,1.90647
combined_hard_shift,0.20,conformal_failure_filter,6,64,0.65625,0.62500,0.95238,0.02381,0.00000,0.02381,1.81042
combined_hard_shift,0.20,conformal_failure_filter,7,64,0.50000,0.37500,0.75000,0.00000,0.00000,0.00000,1.93132
combined_hard_shift,0.20,conformal_failure_filter,8,64,0.54688,0.53125,0.97143,0.00000,0.00000,0.00000,1.76652
combined_hard_shift,0.20,conformal_failure_filter,9,64,0.65625,0.56250,0.85714,0.02381,0.00000,0.02381,1.87245
combined_hard_shift,0.20,learned_failure_classifier,0,64,0.82812,0.73438,0.88679,0.00000,0.00000,0.00000,1.83661
combined_hard_shift,0.20,learned_failure_classifier,1,64,0.84375,0.68750,0.81481,0.00000,0.00000,0.00000,1.86880
combined_hard_shift,0.20,learned_failure_classifier,2,64,0.79688,0.68750,0.86275,0.01961,0.00000,0.01961,1.84484
combined_hard_shift,0.20,learned_failure_classifier,3,64,0.82812,0.62500,0.75472,0.01887,0.00000,0.01887,1.92667
combined_hard_shift,0.20,learned_failure_classifier,4,64,0.84375,0.76562,0.90741,0.00000,0.00000,0.00000,1.83544
combined_hard_shift,0.20,learned_failure_classifier,5,64,0.90625,0.78125,0.86207,0.03448,0.00000,0.03448,1.86746
combined_hard_shift,0.20,learned_failure_classifier,6,64,0.85938,0.75000,0.87273,0.00000,0.00000,0.00000,1.84092
combined_hard_shift,0.20,learned_failure_classifier,7,64,0.76562,0.70312,0.91837,0.00000,0.00000,0.00000,1.84142
combined_hard_shift,0.20,learned_failure_classifier,8,64,0.79688,0.64062,0.80392,0.01961,0.00000,0.01961,1.86256
combined_hard_shift,0.20,learned_failure_classifier,9,64,0.82812,0.70312,0.84906,0.03774,0.00000,0.03774,1.88698
combined_hard_shift,0.20,learned_expected_utility,0,64,0.78125,0.64062,0.82000,0.04000,0.00000,0.04000,1.82940
combined_hard_shift,0.20,learned_expected_utility,1,64,0.81250,0.79688,0.98077,0.00000,0.00000,0.00000,1.76287
combined_hard_shift,0.20,learned_expected_utility,2,64,0.78125,0.65625,0.84000,0.00000,0.00000,0.00000,1.83981
combined_hard_shift,0.20,learned_expected_utility,3,64,0.79688,0.60938,0.76471,0.00000,0.00000,0.00000,1.87607
combined_hard_shift,0.20,learned_expected_utility,4,64,0.78125,0.65625,0.84000,0.00000,0.00000,0.00000,1.82532
combined_hard_shift,0.20,learned_expected_utility,5,64,0.85938,0.70312,0.81818,0.00000,0.00000,0.00000,1.85125
combined_hard_shift,0.20,learned_expected_utility,6,64,0.84375,0.73438,0.87037,0.00000,0.00000,0.00000,1.83572
combined_hard_shift,0.20,learned_expected_utility,7,64,0.71875,0.54688,0.76087,0.04348,0.00000,0.04348,1.88439
combined_hard_shift,0.20,learned_expected_utility,8,64,0.79688,0.70312,0.88235,0.00000,0.00000,0.00000,1.80052
combined_hard_shift,0.20,learned_expected_utility,9,64,0.75000,0.70312,0.93750,0.00000,0.00000,0.00000,1.79002
combined_hard_shift,0.20,cvar_recovery_planner,0,64,0.71875,0.56250,0.78261,0.02174,0.00000,0.02174,1.94297
combined_hard_shift,0.20,cvar_recovery_planner,1,64,0.71875,0.54688,0.76087,0.02174,0.00000,0.02174,1.96079
combined_hard_shift,0.20,cvar_recovery_planner,2,64,0.75000,0.59375,0.79167,0.00000,0.00000,0.00000,1.94848
combined_hard_shift,0.20,cvar_recovery_planner,3,64,0.81250,0.59375,0.73077,0.03846,0.00000,0.03846,1.97326
combined_hard_shift,0.20,cvar_recovery_planner,4,64,0.75000,0.68750,0.91667,0.00000,0.00000,0.00000,1.88252
combined_hard_shift,0.20,cvar_recovery_planner,5,64,0.79688,0.65625,0.82353,0.00000,0.00000,0.00000,1.91881
combined_hard_shift,0.20,cvar_recovery_planner,6,64,0.89062,0.75000,0.84211,0.00000,0.00000,0.00000,1.93457
combined_hard_shift,0.20,cvar_recovery_planner,7,64,0.68750,0.45312,0.65909,0.02273,0.00000,0.02273,2.04906
combined_hard_shift,0.20,cvar_recovery_planner,8,64,0.71875,0.57812,0.80435,0.02174,0.00000,0.02174,1.90564
combined_hard_shift,0.20,cvar_recovery_planner,9,64,0.87500,0.71875,0.82143,0.01786,0.00000,0.01786,1.93606
