split,seed,episode_id,method,plan_type,goal_success,deviation,recovered,irreversible_failure,damage,budget_overrun,total_cost,recovery_attempts,calibration_error,predicted_unsafe,risk_upper,safety_utility,failure_label,fixed_risk_budget,coverage,false_safe,nav_deviation,manipulation_slip,trap_pressure,sensor_uncertainty,latent_mode_shift,budget,ablation
combined_hard_shift,0,4,minus_branch_entropy,diagnostic_staging,1,0,0,0,0,0,1.55748,0,0.04696,0.04696,0.12151,0.87540,success,,1,0,0.53462,0.43016,0.57392,0.34676,0.35466,2.14759,minus_branch_entropy
combined_hard_shift,0,4,minus_calibration_penalty,diagnostic_staging,0,1,0,0,1,1,2.15663,1,0.95304,0.04696,0.12151,-1.72253,damage_or_lost_object,,1,0,0.53462,0.43016,0.57392,0.34676,0.35466,2.14759,minus_calibration_penalty
combined_hard_shift,0,4,risk_only_score,diagnostic_staging,1,0,0,0,0,0,1.55748,0,0.04696,0.04696,0.12151,0.87540,success,,1,0,0.53462,0.43016,0.57392,0.34676,0.35466,2.14759,risk_only_score
combined_hard_shift,0,4,expected_utility_only,diagnostic_staging,1,0,0,0,0,0,1.55748,0,0.04696,0.04696,0.12151,0.87540,success,,1,0,0.53462,0.43016,0.57392,0.34676,0.35466,2.14759,expected_utility_only
combined_hard_shift,0,5,full_recoverability_score_v5,diagnostic_staging,0,1,1,0,0,1,2.22209,1,0.91832,0.08168,0.15623,-0.52777,budget_overrun,,1,0,0.48934,0.43109,0.49272,0.39672,0.32495,2.17248,full_recoverability_score_v5
combined_hard_shift,0,5,minus_recovery_success,diagnostic_staging,1,0,0,0,0,0,1.63606,0,0.08168,0.08168,0.15623,0.86912,success,,1,0,0.48934,0.43109,0.49272,0.39672,0.32495,2.17248,minus_recovery_success
combined_hard_shift,0,5,minus_recovery_cost,diagnostic_staging,1,0,0,0,0,0,1.63606,0,0.08168,0.08168,0.15623,0.86912,success,,1,0,0.48934,0.43109,0.49272,0.39672,0.32495,2.17248,minus_recovery_cost
combined_hard_shift,0,5,minus_irreversible_trap_penalty,diagnostic_staging,1,0,0,0,0,0,1.63606,0,0.08168,0.08168,0.15623,0.86912,success,,1,0,0.48934,0.43109,0.49272,0.39672,0.32495,2.17248,minus_irreversible_trap_penalty
combined_hard_shift,0,5,minus_damage_penalty,reversible_probe,1,0,0,0,0,0,1.91075,0,0.14689,0.14689,0.22144,0.84714,success,,1,0,0.48934,0.43109,0.49272,0.39672,0.32495,2.17248,minus_damage_penalty
combined_hard_shift,0,5,minus_budget_slack,diagnostic_staging,1,0,0,0,0,0,1.63606,0,0.08168,0.08168,0.15623,0.86912,success,,1,0,0.48934,0.43109,0.49272,0.39672,0.32495,2.17248,minus_budget_slack
combined_hard_shift,0,5,minus_branch_entropy,diagnostic_staging,1,0,0,0,0,0,1.63606,0,0.08168,0.08168,0.15623,0.86912,success,,1,0,0.48934,0.43109,0.49272,0.39672,0.32495,2.17248,minus_branch_entropy
combined_hard_shift,0,5,minus_calibration_penalty,diagnostic_staging,1,0,0,0,0,0,1.63606,0,0.08168,0.08168,0.15623,0.86912,success,,1,0,0.48934,0.43109,0.49272,0.39672,0.32495,2.17248,minus_calibration_penalty
combined_hard_shift,0,5,risk_only_score,reversible_probe,1,0,0,0,0,0,1.91075,0,0.14689,0.14689,0.22144,0.84714,success,,1,0,0.48934,0.43109,0.49272,0.39672,0.32495,2.17248,risk_only_score
combined_hard_shift,0,5,expected_utility_only,diagnostic_staging,1,0,0,0,0,0,1.63606,0,0.08168,0.08168,0.15623,0.86912,success,,1,0,0.48934,0.43109,0.49272,0.39672,0.32495,2.17248,expected_utility_only
combined_hard_shift,0,6,full_recoverability_score_v5,contingency_branch,1,0,0,0,0,0,1.85789,0,0.02397,0.02397,0.09852,0.85137,success,,1,0,0.44072,0.40754,0.45929,0.28580,0.29758,2.29674,full_recoverability_score_v5
combined_hard_shift,0,6,minus_recovery_success,contingency_branch,1,0,0,0,0,0,1.85789,0,0.02397,0.02397,0.09852,0.85137,success,,1,0,0.44072,0.40754,0.45929,0.28580,0.29758,2.29674,minus_recovery_success
combined_hard_shift,0,6,minus_recovery_cost,contingency_branch,1,0,0,0,0,0,1.85789,0,0.02397,0.02397,0.09852,0.85137,success,,1,0,0.44072,0.40754,0.45929,0.28580,0.29758,2.29674,minus_recovery_cost
combined_hard_shift,0,6,minus_irreversible_trap_penalty,diagnostic_staging,1,0,0,0,0,0,1.68479,0,0.23960,0.23960,0.31415,0.86522,success,,1,0,0.44072,0.40754,0.45929,0.28580,0.29758,2.29674,minus_irreversible_trap_penalty
combined_hard_shift,0,6,minus_damage_penalty,reversible_probe,0,1,0,0,1,1,2.46472,1,0.80718,0.19282,0.26737,-1.74718,damage_or_lost_object,,1,0,0.44072,0.40754,0.45929,0.28580,0.29758,2.29674,minus_damage_penalty
combined_hard_shift,0,6,minus_budget_slack,contingency_branch,1,0,0,0,0,0,1.85789,0,0.02397,0.02397,0.09852,0.85137,success,,1,0,0.44072,0.40754,0.45929,0.28580,0.29758,2.29674,minus_budget_slack
combined_hard_shift,0,6,minus_branch_entropy,contingency_branch,1,0,0,0,0,0,1.85789,0,0.02397,0.02397,0.09852,0.85137,success,,1,0,0.44072,0.40754,0.45929,0.28580,0.29758,2.29674,minus_branch_entropy
combined_hard_shift,0,6,minus_calibration_penalty,contingency_branch,1,0,0,0,0,0,1.85789,0,0.02397,0.02397,0.09852,0.85137,success,,1,0,0.44072,0.40754,0.45929,0.28580,0.29758,2.29674,minus_calibration_penalty
combined_hard_shift,0,6,risk_only_score,contingency_branch,0,1,1,0,0,1,2.81303,1,0.97603,0.02397,0.09852,-0.57504,budget_overrun,,1,0,0.44072,0.40754,0.45929,0.28580,0.29758,2.29674,risk_only_score
combined_hard_shift,0,6,expected_utility_only,contingency_branch,1,0,0,0,0,0,1.85789,0,0.02397,0.02397,0.09852,0.85137,success,,1,0,0.44072,0.40754,0.45929,0.28580,0.29758,2.29674,expected_utility_only
combined_hard_shift,0,7,full_recoverability_score_v5,contingency_branch,1,0,0,0,0,0,1.72796,0,0.01019,0.01019,0.08474,0.86176,success,,1,0,0.45773,0.48628,0.55967,0.35788,0.33794,2.24669,full_recoverability_score_v5
combined_hard_shift,0,7,minus_recovery_success,contingency_branch,1,0,0,0,0,0,1.72796,0,0.01019,0.01019,0.08474,0.86176,success,,1,0,0.45773,0.48628,0.55967,0.35788,0.33794,2.24669,minus_recovery_success
combined_hard_shift,0,7,minus_recovery_cost,contingency_branch,1,0,0,0,0,0,1.72796,0,0.01019,0.01019,0.08474,0.86176,success,,1,0,0.45773,0.48628,0.55967,0.35788,0.33794,2.24669,minus_recovery_cost
combined_hard_shift,0,7,minus_irreversible_trap_penalty,contingency_branch,1,0,0,0,0,0,1.72796,0,0.01019,0.01019,0.08474,0.86176,success,,1,0,0.45773,0.48628,0.55967,0.35788,0.33794,2.24669,minus_irreversible_trap_penalty
combined_hard_shift,0,7,minus_damage_penalty,contingency_branch,1,0,0,0,0,0,1.72796,0,0.01019,0.01019,0.08474,0.86176,success,,1,0,0.45773,0.48628,0.55967,0.35788,0.33794,2.24669,minus_damage_penalty
combined_hard_shift,0,7,minus_budget_slack,contingency_branch,1,0,0,0,0,0,1.72796,0,0.01019,0.01019,0.08474,0.86176,success,,1,0,0.45773,0.48628,0.55967,0.35788,0.33794,2.24669,minus_budget_slack
combined_hard_shift,0,7,minus_branch_entropy,contingency_branch,1,0,0,0,0,0,1.72796,0,0.01019,0.01019,0.08474,0.86176,success,,1,0,0.45773,0.48628,0.55967,0.35788,0.33794,2.24669,minus_branch_entropy
combined_hard_shift,0,7,minus_calibration_penalty,contingency_branch,1,0,0,0,0,0,1.72796,0,0.01019,0.01019,0.08474,0.86176,success,,1,0,0.45773,0.48628,0.55967,0.35788,0.33794,2.24669,minus_calibration_penalty
combined_hard_shift,0,7,risk_only_score,contingency_branch,1,0,0,0,0,0,1.72796,0,0.01019,0.01019,0.08474,0.86176,success,,1,0,0.45773,0.48628,0.55967,0.35788,0.33794,2.24669,risk_only_score
combined_hard_shift,0,7,expected_utility_only,contingency_branch,1,0,0,0,0,0,1.72796,0,0.01019,0.01019,0.08474,0.86176,success,,1,0,0.45773,0.48628,0.55967,0.35788,0.33794,2.24669,expected_utility_only
combined_hard_shift,0,8,full_recoverability_score_v5,reversible_probe,1,0,0,0,0,0,1.88604,0,0.00215,0.00215,0.07671,0.84912,success,,1,0,0.47395,0.48738,0.48930,0.31700,0.30114,2.19523,full_recoverability_score_v5
combined_hard_shift,0,8,minus_recovery_success,reversible_probe,1,0,0,0,0,0,1.88604,0,0.00215,0.00215,0.07671,0.84912,success,,1,0,0.47395,0.48738,0.48930,0.31700,0.30114,2.19523,minus_recovery_success
combined_hard_shift,0,8,minus_recovery_cost,reversible_probe,1,0,0,0,0,0,1.88604,0,0.00215,0.00215,0.07671,0.84912,success,,1,0,0.47395,0.48738,0.48930,0.31700,0.30114,2.19523,minus_recovery_cost
combined_hard_shift,0,8,minus_irreversible_trap_penalty,reversible_probe,1,0,0,0,0,0,1.88604,0,0.00215,0.00215,0.07671,0.84912,success,,1,0,0.47395,0.48738,0.48930,0.31700,0.30114,2.19523,minus_irreversible_trap_penalty
combined_hard_shift,0,8,minus_damage_penalty,reversible_probe,0,1,1,0,0,1,2.32908,1,0.99785,0.00215,0.07671,-0.53633,budget_overrun,,1,0,0.47395,0.48738,0.48930,0.31700,0.30114,2.19523,minus_damage_penalty
combined_hard_shift,0,8,minus_budget_slack,reversible_probe,1,0,0,0,0,0,1.88604,0,0.00215,0.00215,0.07671,0.84912,success,,1,0,0.47395,0.48738,0.48930,0.31700,0.30114,2.19523,minus_budget_slack
combined_hard_shift,0,8,minus_branch_entropy,reversible_probe,0,1,1,0,0,1,2.32908,1,0.99785,0.00215,0.07671,-0.53633,budget_overrun,,1,0,0.47395,0.48738,0.48930,0.31700,0.30114,2.19523,minus_branch_entropy
combined_hard_shift,0,8,minus_calibration_penalty,reversible_probe,1,0,0,0,0,0,1.88604,0,0.00215,0.00215,0.07671,0.84912,success,,1,0,0.47395,0.48738,0.48930,0.31700,0.30114,2.19523,minus_calibration_penalty
combined_hard_shift,0,8,risk_only_score,diagnostic_staging,1,0,0,0,0,0,1.61430,0,0.19804,0.19804,0.27259,0.87086,success,,1,0,0.47395,0.48738,0.48930,0.31700,0.30114,2.19523,risk_only_score
combined_hard_shift,0,8,expected_utility_only,reversible_probe,1,0,0,0,0,0,1.88604,0,0.00215,0.00215,0.07671,0.84912,success,,1,0,0.47395,0.48738,0.48930,0.31700,0.30114,2.19523,expected_utility_only
combined_hard_shift,0,9,full_recoverability_score_v5,reversible_probe,1,0,0,0,0,0,1.84219,0,0.10369,0.10369,0.17824,0.85262,success,,1,0,0.47643,0.44788,0.50748,0.34706,0.30726,2.10741,full_recoverability_score_v5
combined_hard_shift,0,9,minus_recovery_success,dual_recovery_branch,1,0,0,0,0,0,2.06522,0,0.21743,0.21743,0.29199,0.83478,success,,1,0,0.47643,0.44788,0.50748,0.34706,0.30726,2.10741,minus_recovery_success
combined_hard_shift,0,9,minus_recovery_cost,reversible_probe,1,0,0,0,0,0,1.84219,0,0.10369,0.10369,0.17824,0.85262,success,,1,0,0.47643,0.44788,0.50748,0.34706,0.30726,2.10741,minus_recovery_cost
combined_hard_shift,0,9,minus_irreversible_trap_penalty,diagnostic_staging,1,0,0,0,0,0,1.74497,0,0.24946,0.24946,0.32401,0.86040,success,,1,0,0.47643,0.44788,0.50748,0.34706,0.30726,2.10741,minus_irreversible_trap_penalty
combined_hard_shift,0,9,minus_damage_penalty,dual_recovery_branch,1,0,0,0,0,0,2.06522,0,0.21743,0.21743,0.29199,0.83478,success,,1,0,0.47643,0.44788,0.50748,0.34706,0.30726,2.10741,minus_damage_penalty
combined_hard_shift,0,9,minus_budget_slack,reversible_probe,1,0,0,0,0,0,1.84219,0,0.10369,0.10369,0.17824,0.85262,success,,1,0,0.47643,0.44788,0.50748,0.34706,0.30726,2.10741,minus_budget_slack
combined_hard_shift,0,9,minus_branch_entropy,reversible_probe,1,0,0,0,0,0,1.84219,0,0.10369,0.10369,0.17824,0.85262,success,,1,0,0.47643,0.44788,0.50748,0.34706,0.30726,2.10741,minus_branch_entropy
combined_hard_shift,0,9,minus_calibration_penalty,reversible_probe,1,0,0,0,0,0,1.84219,0,0.10369,0.10369,0.17824,0.85262,success,,1,0,0.47643,0.44788,0.50748,0.34706,0.30726,2.10741,minus_calibration_penalty
combined_hard_shift,0,9,risk_only_score,dual_recovery_branch,1,0,0,0,0,0,2.06522,0,0.21743,0.21743,0.29199,0.83478,success,,1,0,0.47643,0.44788,0.50748,0.34706,0.30726,2.10741,risk_only_score
combined_hard_shift,0,9,expected_utility_only,reversible_probe,1,0,0,0,0,0,1.84219,0,0.10369,0.10369,0.17824,0.85262,success,,1,0,0.47643,0.44788,0.50748,0.34706,0.30726,2.10741,expected_utility_only
combined_hard_shift,0,10,full_recoverability_score_v5,reversible_probe,1,0,0,0,0,0,1.84341,0,0.07839,0.07839,0.15294,0.85253,success,,1,0,0.49719,0.42627,0.52756,0.28615,0.31705,2.17449,full_recoverability_score_v5
combined_hard_shift,0,10,minus_recovery_success,reversible_probe,1,0,0,0,0,0,1.84341,0,0.07839,0.07839,0.15294,0.85253,success,,1,0,0.49719,0.42627,0.52756,0.28615,0.31705,2.17449,minus_recovery_success
combined_hard_shift,0,10,minus_recovery_cost,reversible_probe,0,1,1,0,0,1,2.33267,1,0.92161,0.07839,0.15294,-0.53661,budget_overrun,,1,0,0.49719,0.42627,0.52756,0.28615,0.31705,2.17449,minus_recovery_cost
combined_hard_shift,0,10,minus_irreversible_trap_penalty,reversible_probe,1,0,0,0,0,0,1.84341,0,0.07839,0.07839,0.15294,0.85253,success,,1,0,0.49719,0.42627,0.52756,0.28615,0.31705,2.17449,minus_irreversible_trap_penalty
combined_hard_shift,0,10,minus_damage_penalty,reversible_probe,1,0,0,0,0,0,1.84341,0,0.07839,0.07839,0.15294,0.85253,success,,1,0,0.49719,0.42627,0.52756,0.28615,0.31705,2.17449,minus_damage_penalty
combined_hard_shift,0,10,minus_budget_slack,reversible_probe,1,0,0,0,0,0,1.84341,0,0.07839,0.07839,0.15294,0.85253,success,,1,0,0.49719,0.42627,0.52756,0.28615,0.31705,2.17449,minus_budget_slack
combined_hard_shift,0,10,minus_branch_entropy,reversible_probe,1,0,0,0,0,0,1.84341,0,0.07839,0.07839,0.15294,0.85253,success,,1,0,0.49719,0.42627,0.52756,0.28615,0.31705,2.17449,minus_branch_entropy
combined_hard_shift,0,10,minus_calibration_penalty,reversible_probe,1,0,0,0,0,0,1.84341,0,0.07839,0.07839,0.15294,0.85253,success,,1,0,0.49719,0.42627,0.52756,0.28615,0.31705,2.17449,minus_calibration_penalty
combined_hard_shift,0,10,risk_only_score,reversible_probe,1,0,0,0,0,0,1.84341,0,0.07839,0.07839,0.15294,0.85253,success,,1,0,0.49719,0.42627,0.52756,0.28615,0.31705,2.17449,risk_only_score
combined_hard_shift,0,10,expected_utility_only,reversible_probe,1,0,0,0,0,0,1.84341,0,0.07839,0.07839,0.15294,0.85253,success,,1,0,0.49719,0.42627,0.52756,0.28615,0.31705,2.17449,expected_utility_only
combined_hard_shift,0,11,full_recoverability_score_v5,diagnostic_staging,1,0,0,0,0,0,1.67244,0,0.07262,0.07262,0.14717,0.86621,success,,1,0,0.45534,0.46356,0.54217,0.37111,0.31004,2.13332,full_recoverability_score_v5
combined_hard_shift,0,11,minus_recovery_success,diagnostic_staging,1,0,0,0,0,0,1.67244,0,0.07262,0.07262,0.14717,0.86621,success,,1,0,0.45534,0.46356,0.54217,0.37111,0.31004,2.13332,minus_recovery_success
combined_hard_shift,0,11,minus_recovery_cost,diagnostic_staging,1,0,0,0,0,0,1.67244,0,0.07262,0.07262,0.14717,0.86621,success,,1,0,0.45534,0.46356,0.54217,0.37111,0.31004,2.13332,minus_recovery_cost
combined_hard_shift,0,11,minus_irreversible_trap_penalty,diagnostic_staging,1,0,0,0,0,0,1.67244,0,0.07262,0.07262,0.14717,0.86621,success,,1,0,0.45534,0.46356,0.54217,0.37111,0.31004,2.13332,minus_irreversible_trap_penalty
combined_hard_shift,0,11,minus_damage_penalty,diagnostic_staging,1,0,0,0,0,0,1.67244,0,0.07262,0.07262,0.14717,0.86621,success,,1,0,0.45534,0.46356,0.54217,0.37111,0.31004,2.13332,minus_damage_penalty
