split,method,seed,episodes,goal_success,deviation_rate,recovery_success,irreversible_failure,damage,budget_overrun,total_cost,recovery_attempts,calibration_error,predicted_unsafe,risk_upper,plan_diversity,safety_utility
hard_regime_aggregate,expected_cost_replanner,4,512,0.85938,0.15820,0.54321,0.01758,0.05078,0.11914,1.70412,0.14062,0.27342,0.21171,0.28273,0.85714,0.58965
hard_regime_aggregate,expected_cost_replanner,5,512,0.87109,0.15039,0.55844,0.01367,0.03516,0.11328,1.73042,0.13672,0.24078,0.18747,0.25657,0.85714,0.62690
hard_regime_aggregate,expected_cost_replanner,6,512,0.84570,0.16992,0.48276,0.03320,0.03906,0.11914,1.72125,0.13672,0.24947,0.20054,0.26411,0.85714,0.56132
hard_regime_aggregate,expected_cost_replanner,7,512,0.87109,0.14648,0.52000,0.01172,0.04297,0.10938,1.70355,0.13477,0.26501,0.21605,0.28507,0.85714,0.62446
hard_regime_aggregate,expected_cost_replanner,8,512,0.86914,0.14062,0.50000,0.01367,0.04492,0.11133,1.71190,0.12695,0.26019,0.21125,0.28197,0.85714,0.61539
hard_regime_aggregate,expected_cost_replanner,9,512,0.83984,0.18359,0.50000,0.01953,0.04883,0.13477,1.74502,0.16406,0.26258,0.20335,0.27120,0.85714,0.56030
hard_regime_aggregate,contingent_replanner,0,512,0.77344,0.10547,0.87037,0.00000,0.01562,0.22461,1.99964,0.10547,0.28100,0.11159,0.18614,0.71429,0.51610
hard_regime_aggregate,contingent_replanner,1,512,0.75781,0.13672,0.97143,0.00000,0.00391,0.24023,2.01796,0.13672,0.29004,0.09980,0.16962,0.57143,0.50761
hard_regime_aggregate,contingent_replanner,2,512,0.79102,0.08984,0.93478,0.00000,0.00781,0.20703,1.98856,0.08984,0.26150,0.10786,0.17925,0.57143,0.55010
hard_regime_aggregate,contingent_replanner,3,512,0.78125,0.12305,0.90476,0.00000,0.01367,0.21289,2.01729,0.12305,0.27097,0.10102,0.16253,0.57143,0.52895
hard_regime_aggregate,contingent_replanner,4,512,0.76758,0.12305,0.95238,0.00000,0.00781,0.23047,2.00778,0.12305,0.28312,0.09838,0.16996,0.57143,0.51692
hard_regime_aggregate,contingent_replanner,5,512,0.79688,0.08789,0.84444,0.00000,0.01172,0.19727,1.98064,0.08789,0.26542,0.10229,0.17161,0.57143,0.55532
hard_regime_aggregate,contingent_replanner,6,512,0.81250,0.09961,0.92157,0.00000,0.00391,0.18750,1.99192,0.09961,0.25101,0.10712,0.17142,0.57143,0.58283
hard_regime_aggregate,contingent_replanner,7,512,0.78906,0.10352,0.92453,0.00000,0.00586,0.20898,2.00948,0.10352,0.27457,0.10791,0.17770,0.57143,0.54813
hard_regime_aggregate,contingent_replanner,8,512,0.81445,0.09570,0.95918,0.00000,0.00391,0.18555,1.99172,0.09570,0.24852,0.11003,0.18157,0.57143,0.58549
hard_regime_aggregate,contingent_replanner,9,512,0.78516,0.09570,0.89796,0.00000,0.00586,0.21289,1.99569,0.09570,0.26306,0.09465,0.16298,0.57143,0.54396
hard_regime_aggregate,receding_horizon_replanner,0,512,0.90234,0.10352,0.88679,0.00000,0.00391,0.08984,1.81380,0.10352,0.17271,0.08845,0.16300,0.57143,0.72111
hard_regime_aggregate,receding_horizon_replanner,1,512,0.89648,0.09961,0.92157,0.00000,0.00781,0.09766,1.80488,0.09961,0.17594,0.09477,0.16460,0.57143,0.70854
hard_regime_aggregate,receding_horizon_replanner,2,512,0.89453,0.11719,0.83333,0.00000,0.01172,0.09570,1.81806,0.11719,0.17020,0.09158,0.16297,0.57143,0.70153
hard_regime_aggregate,receding_horizon_replanner,3,512,0.88867,0.11133,0.87719,0.00000,0.00391,0.10547,1.82208,0.11133,0.18979,0.09889,0.16040,0.57143,0.70130
hard_regime_aggregate,receding_horizon_replanner,4,512,0.89453,0.10156,0.86538,0.00000,0.00586,0.09766,1.81586,0.10156,0.17998,0.09386,0.16544,0.57143,0.70805
hard_regime_aggregate,receding_horizon_replanner,5,512,0.90625,0.09570,0.87755,0.00000,0.00586,0.08789,1.81591,0.09570,0.16677,0.09172,0.16104,0.57143,0.72318
hard_regime_aggregate,receding_horizon_replanner,6,512,0.91016,0.08984,0.86957,0.00000,0.01172,0.08398,1.80420,0.08984,0.16457,0.09485,0.15914,0.57143,0.72236
hard_regime_aggregate,receding_horizon_replanner,7,512,0.90625,0.10742,0.87273,0.00000,0.00391,0.08789,1.81568,0.10742,0.17410,0.09792,0.16771,0.57143,0.72555
hard_regime_aggregate,receding_horizon_replanner,8,512,0.87695,0.15820,0.90123,0.00000,0.01172,0.12109,1.83697,0.15820,0.19816,0.10217,0.17371,0.42857,0.67355
hard_regime_aggregate,receding_horizon_replanner,9,512,0.89844,0.12891,0.95455,0.00000,0.00781,0.10156,1.83021,0.12891,0.17329,0.08740,0.15573,0.57143,0.70710
hard_regime_aggregate,conformal_failure_filter,0,512,0.89648,0.09180,0.95745,0.00195,0.00586,0.09961,1.80056,0.08984,0.16478,0.07616,0.20360,0.57143,0.70713
hard_regime_aggregate,conformal_failure_filter,1,512,0.88672,0.11719,0.81667,0.00000,0.00977,0.10352,1.81448,0.11719,0.16916,0.07597,0.20406,0.57143,0.69361
hard_regime_aggregate,conformal_failure_filter,2,512,0.89648,0.11719,0.90000,0.00000,0.00391,0.09961,1.81069,0.11719,0.16951,0.08262,0.20161,0.57143,0.71208
hard_regime_aggregate,conformal_failure_filter,3,512,0.90430,0.08594,0.75000,0.00000,0.00977,0.08789,1.79794,0.08594,0.16009,0.07974,0.17390,0.57143,0.71798
hard_regime_aggregate,conformal_failure_filter,4,512,0.90625,0.08984,0.84783,0.00000,0.00391,0.08984,1.80736,0.08984,0.15438,0.07705,0.18709,0.57143,0.72553
hard_regime_aggregate,conformal_failure_filter,5,512,0.91406,0.09180,0.89362,0.00000,0.00195,0.08594,1.79861,0.09180,0.15234,0.07931,0.18997,0.71429,0.73775
hard_regime_aggregate,conformal_failure_filter,6,512,0.89648,0.11523,0.88136,0.00000,0.00977,0.09766,1.81511,0.11523,0.16748,0.07842,0.17667,0.57143,0.70538
hard_regime_aggregate,conformal_failure_filter,7,512,0.89062,0.13477,0.82609,0.00000,0.01172,0.09961,1.81610,0.13477,0.17794,0.08622,0.19534,0.57143,0.69641
hard_regime_aggregate,conformal_failure_filter,8,512,0.90625,0.11328,0.86207,0.00000,0.00586,0.08594,1.80678,0.11328,0.16205,0.08668,0.19009,0.57143,0.72460
hard_regime_aggregate,conformal_failure_filter,9,512,0.90039,0.11719,0.85000,0.00000,0.01367,0.09180,1.81831,0.11719,0.16211,0.07794,0.17647,0.57143,0.70639
hard_regime_aggregate,learned_failure_classifier,0,512,0.90430,0.10547,0.87037,0.00000,0.00195,0.08984,1.80971,0.10547,0.18035,0.10534,0.13115,0.42857,0.72573
hard_regime_aggregate,learned_failure_classifier,1,512,0.89062,0.11914,0.91803,0.00000,0.00586,0.10547,1.81549,0.11914,0.19452,0.11500,0.13223,0.42857,0.70144
hard_regime_aggregate,learned_failure_classifier,2,512,0.89844,0.11133,0.85965,0.00000,0.00781,0.09961,1.81989,0.11133,0.18611,0.11156,0.13148,0.42857,0.70861
hard_regime_aggregate,learned_failure_classifier,3,512,0.90430,0.09570,0.83673,0.00000,0.00586,0.08789,1.81257,0.09570,0.18001,0.11057,0.12113,0.42857,0.72150
hard_regime_aggregate,learned_failure_classifier,4,512,0.90625,0.10938,0.96429,0.00000,0.00195,0.09180,1.81434,0.10938,0.17960,0.10701,0.12922,0.42857,0.72663
hard_regime_aggregate,learned_failure_classifier,5,512,0.90039,0.09570,0.81633,0.00000,0.00586,0.09375,1.80917,0.09570,0.19471,0.11968,0.13387,0.42857,0.71581
hard_regime_aggregate,learned_failure_classifier,6,512,0.89062,0.10742,0.85455,0.00000,0.00781,0.09570,1.82010,0.10742,0.19300,0.10929,0.12293,0.42857,0.70215
hard_regime_aggregate,learned_failure_classifier,7,512,0.91406,0.12500,0.82812,0.00000,0.00781,0.08008,1.81239,0.12500,0.18125,0.12103,0.13377,0.42857,0.73167
hard_regime_aggregate,learned_failure_classifier,8,512,0.92188,0.09180,0.85106,0.00000,0.00586,0.07422,1.80285,0.09180,0.17684,0.11733,0.13412,0.42857,0.74464
hard_regime_aggregate,learned_failure_classifier,9,512,0.91602,0.09570,0.85714,0.00000,0.00781,0.07812,1.81046,0.09570,0.16866,0.10726,0.12559,0.42857,0.73446
hard_regime_aggregate,learned_expected_utility,0,512,0.91406,0.11914,0.86885,0.00000,0.00391,0.08203,1.78318,0.11914,0.18176,0.11575,0.13868,0.57143,0.73801
hard_regime_aggregate,learned_expected_utility,1,512,0.93555,0.09766,0.84000,0.00000,0.00391,0.05664,1.77274,0.09766,0.16496,0.11923,0.13644,0.57143,0.76922
hard_regime_aggregate,learned_expected_utility,2,512,0.91211,0.12109,0.91935,0.00000,0.00391,0.08594,1.78736,0.12109,0.18351,0.12038,0.13865,0.57143,0.73436
hard_regime_aggregate,learned_expected_utility,3,512,0.91797,0.10938,0.82143,0.00000,0.00781,0.07422,1.77550,0.10938,0.18023,0.12019,0.12886,0.57143,0.74058
hard_regime_aggregate,learned_expected_utility,4,512,0.89844,0.12109,0.80645,0.00000,0.00781,0.08789,1.78211,0.12109,0.19587,0.11837,0.13753,0.57143,0.71573
hard_regime_aggregate,learned_expected_utility,5,512,0.92969,0.11328,0.93103,0.00000,0.00391,0.06641,1.77810,0.11328,0.17429,0.12486,0.13892,0.57143,0.75951
hard_regime_aggregate,learned_expected_utility,6,512,0.93359,0.11133,0.85965,0.00000,0.00586,0.06055,1.77768,0.11133,0.16715,0.12054,0.13137,0.57143,0.76316
hard_regime_aggregate,learned_expected_utility,7,512,0.91992,0.12305,0.87302,0.00000,0.00977,0.07422,1.78384,0.12305,0.18853,0.12646,0.13846,0.42857,0.73952
hard_regime_aggregate,learned_expected_utility,8,512,0.91797,0.11328,0.87931,0.00000,0.00391,0.07617,1.77897,0.11328,0.17851,0.12323,0.13948,0.42857,0.74430
hard_regime_aggregate,learned_expected_utility,9,512,0.95117,0.07227,0.89189,0.00000,0.00000,0.04883,1.76573,0.07227,0.14866,0.11357,0.13099,0.57143,0.79282
hard_regime_aggregate,branch_entropy_planner,0,512,0.68359,0.11133,0.89474,0.00000,0.00977,0.31641,2.11748,0.11133,0.35664,0.13129,0.20584,0.57143,0.39173
hard_regime_aggregate,branch_entropy_planner,1,512,0.68164,0.11328,0.98276,0.00000,0.00195,0.31836,2.11655,0.11328,0.35670,0.12094,0.19076,0.57143,0.39855
hard_regime_aggregate,branch_entropy_planner,2,512,0.68945,0.09375,0.93750,0.00000,0.00781,0.31055,2.11335,0.09375,0.34597,0.12150,0.19289,0.57143,0.40232
hard_regime_aggregate,branch_entropy_planner,3,512,0.73438,0.09570,0.95918,0.00000,0.00195,0.26562,2.11076,0.09570,0.32046,0.12070,0.18221,0.57143,0.47020
hard_regime_aggregate,branch_entropy_planner,4,512,0.71289,0.08594,0.93182,0.00000,0.00586,0.28711,2.10595,0.08594,0.33243,0.11881,0.19040,0.57143,0.43690
hard_regime_aggregate,branch_entropy_planner,5,512,0.72656,0.07617,0.97436,0.00000,0.00195,0.27344,2.09828,0.07617,0.33136,0.12604,0.19536,0.42857,0.46065
hard_regime_aggregate,branch_entropy_planner,6,512,0.71094,0.09180,0.95745,0.00000,0.00586,0.28906,2.10260,0.09180,0.33238,0.12700,0.19130,0.57143,0.43453
hard_regime_aggregate,branch_entropy_planner,7,512,0.74023,0.09375,0.93750,0.00000,0.00586,0.25781,2.10541,0.09375,0.31840,0.12780,0.19759,0.57143,0.47454
hard_regime_aggregate,branch_entropy_planner,8,512,0.69727,0.09570,0.93878,0.00000,0.00586,0.30078,2.10919,0.09570,0.35042,0.12805,0.19959,0.57143,0.41623
hard_regime_aggregate,branch_entropy_planner,9,512,0.72266,0.07422,0.94737,0.00000,0.00586,0.27734,2.09956,0.07422,0.32735,0.12250,0.19082,0.57143,0.45059
hard_regime_aggregate,cvar_recovery_planner,0,512,0.89258,0.10352,0.86792,0.00000,0.00586,0.10352,1.85823,0.10352,0.14112,0.04381,0.17125,0.71429,0.70066
hard_regime_aggregate,cvar_recovery_planner,1,512,0.87891,0.10547,0.83333,0.00000,0.00781,0.11328,1.86387,0.10547,0.15457,0.04389,0.17198,0.71429,0.68077
hard_regime_aggregate,cvar_recovery_planner,2,512,0.87695,0.11914,0.75410,0.00195,0.01953,0.11523,1.86958,0.11719,0.15617,0.04538,0.16437,0.71429,0.66020
hard_regime_aggregate,cvar_recovery_planner,3,512,0.86523,0.10742,0.80000,0.00195,0.01758,0.12500,1.87117,0.10547,0.16691,0.04435,0.13851,0.85714,0.64728
hard_regime_aggregate,cvar_recovery_planner,4,512,0.88086,0.10938,0.85714,0.00000,0.00586,0.11914,1.87771,0.10938,0.15036,0.04180,0.15184,0.85714,0.68191
hard_regime_aggregate,cvar_recovery_planner,5,512,0.87695,0.09961,0.86275,0.00000,0.00391,0.11719,1.86479,0.09961,0.15612,0.04204,0.15270,0.71429,0.68207
hard_regime_aggregate,cvar_recovery_planner,6,512,0.86133,0.14062,0.86111,0.00000,0.00586,0.13672,1.89323,0.14062,0.16946,0.04114,0.13938,0.85714,0.65499
hard_regime_aggregate,cvar_recovery_planner,7,512,0.88086,0.12305,0.87302,0.00000,0.01562,0.11914,1.87604,0.12305,0.15212,0.04625,0.15537,0.85714,0.67033
hard_regime_aggregate,cvar_recovery_planner,8,512,0.89453,0.09766,0.82000,0.00000,0.01367,0.09375,1.86466,0.09766,0.14364,0.05072,0.15414,0.85714,0.69614
hard_regime_aggregate,cvar_recovery_planner,9,512,0.90820,0.08594,0.90909,0.00000,0.00391,0.08984,1.85587,0.08594,0.12562,0.04334,0.14187,0.85714,0.72360
hard_regime_aggregate,recoverability_score_planner_v5,0,512,0.88867,0.12500,0.89062,0.00000,0.00195,0.11133,1.85827,0.12500,0.14621,0.04685,0.12140,0.71429,0.69870
hard_regime_aggregate,recoverability_score_planner_v5,1,512,0.86914,0.11133,0.89474,0.00000,0.00195,0.13086,1.85289,0.11133,0.16229,0.04649,0.11631,0.71429,0.67277
hard_regime_aggregate,recoverability_score_planner_v5,2,512,0.90430,0.09766,0.90000,0.00000,0.00977,0.08984,1.84920,0.09766,0.13475,0.04947,0.12086,0.71429,0.71320
hard_regime_aggregate,recoverability_score_planner_v5,3,512,0.87891,0.10938,0.80357,0.00000,0.01172,0.11719,1.86109,0.10938,0.15523,0.04835,0.10986,0.71429,0.67494
hard_regime_aggregate,recoverability_score_planner_v5,4,512,0.87695,0.12695,0.92308,0.00000,0.00586,0.12305,1.87683,0.12695,0.15884,0.04546,0.11704,0.85714,0.67671
hard_regime_aggregate,recoverability_score_planner_v5,5,512,0.89844,0.07422,0.89474,0.00000,0.00195,0.09961,1.84336,0.07422,0.13794,0.04546,0.11478,0.85714,0.71376
hard_regime_aggregate,recoverability_score_planner_v5,6,512,0.89648,0.11328,0.91379,0.00000,0.00586,0.10156,1.85877,0.11328,0.14057,0.04495,0.10924,0.85714,0.70520
hard_regime_aggregate,recoverability_score_planner_v5,7,512,0.90234,0.09961,0.80392,0.00195,0.01562,0.08984,1.84633,0.09766,0.13632,0.04846,0.11825,0.85714,0.70102
hard_regime_aggregate,recoverability_score_planner_v5,8,512,0.87891,0.11523,0.83051,0.00000,0.00781,0.11914,1.86432,0.11523,0.15504,0.05373,0.12528,0.85714,0.67869
hard_regime_aggregate,recoverability_score_planner_v5,9,512,0.87695,0.12109,0.85484,0.00195,0.00977,0.11523,1.86949,0.11914,0.15598,0.04589,0.11422,0.85714,0.67192
hard_regime_aggregate,oracle_recoverability_upper_bound,0,512,0.91797,0.12891,0.89394,0.00000,0.00391,0.07422,1.77097,0.12891,0.18387,0.12717,0.02064,0.28571,0.74563
hard_regime_aggregate,oracle_recoverability_upper_bound,1,512,0.92969,0.09180,0.87234,0.00000,0.00781,0.06445,1.75152,0.09180,0.17478,0.12200,0.02118,0.28571,0.75763
hard_regime_aggregate,oracle_recoverability_upper_bound,2,512,0.94727,0.09375,0.91667,0.00000,0.00195,0.05078,1.75035,0.09375,0.16804,0.13180,0.02209,0.28571,0.78712
hard_regime_aggregate,oracle_recoverability_upper_bound,3,512,0.91992,0.11133,0.80702,0.00000,0.00391,0.06836,1.76006,0.11133,0.18803,0.13285,0.02186,0.28571,0.75050
hard_regime_aggregate,oracle_recoverability_upper_bound,4,512,0.93945,0.09961,0.88235,0.00000,0.00586,0.06055,1.75334,0.09961,0.17244,0.12751,0.02060,0.28571,0.77096
hard_regime_aggregate,oracle_recoverability_upper_bound,5,512,0.91016,0.14648,0.78667,0.00000,0.01758,0.07422,1.77915,0.14648,0.19961,0.13258,0.02175,0.28571,0.72075
hard_regime_aggregate,oracle_recoverability_upper_bound,6,512,0.92578,0.11719,0.91667,0.00000,0.00195,0.07422,1.76301,0.11719,0.18654,0.13235,0.02206,0.28571,0.75642
hard_regime_aggregate,oracle_recoverability_upper_bound,7,512,0.93945,0.10156,0.80769,0.00000,0.00781,0.05078,1.75560,0.10156,0.17990,0.13251,0.02085,0.28571,0.77186
hard_regime_aggregate,oracle_recoverability_upper_bound,8,512,0.93164,0.09766,0.94000,0.00000,0.00195,0.06641,1.75570,0.09766,0.17653,0.13240,0.02124,0.28571,0.76560
hard_regime_aggregate,oracle_recoverability_upper_bound,9,512,0.92773,0.10547,0.90741,0.00000,0.00586,0.06836,1.75958,0.10547,0.17721,0.12479,0.02091,0.28571,0.75601
