stress_axis,stress_level,method,seed,episodes,goal_success,recovery_success,irreversible_failure,damage,total_cost,safety_utility
navigation,0.00,learned_failure_classifier,1,32,0.96875,1.00000,0.00000,0.00000,1.77154,0.81609
navigation,0.00,learned_failure_classifier,2,32,0.96875,1.00000,0.00000,0.00000,1.74698,0.81805
navigation,0.00,learned_failure_classifier,3,32,1.00000,1.00000,0.00000,0.00000,1.75722,0.85942
navigation,0.00,learned_failure_classifier,4,32,1.00000,1.00000,0.00000,0.00000,1.71598,0.86272
navigation,0.00,learned_failure_classifier,5,32,1.00000,1.00000,0.00000,0.00000,1.78449,0.85724
navigation,0.00,learned_failure_classifier,6,32,1.00000,1.00000,0.00000,0.00000,1.71552,0.86276
navigation,0.00,learned_failure_classifier,7,32,1.00000,1.00000,0.00000,0.00000,1.73193,0.86145
navigation,0.00,learned_failure_classifier,8,32,1.00000,1.00000,0.00000,0.00000,1.73534,0.86117
navigation,0.00,learned_failure_classifier,9,32,0.96875,0.00000,0.00000,0.03125,1.75303,0.79101
navigation,0.00,learned_expected_utility,0,32,1.00000,1.00000,0.00000,0.00000,1.74307,0.86055
navigation,0.00,learned_expected_utility,1,32,1.00000,1.00000,0.00000,0.00000,1.70249,0.86380
navigation,0.00,learned_expected_utility,2,32,1.00000,1.00000,0.00000,0.00000,1.69476,0.86442
navigation,0.00,learned_expected_utility,3,32,1.00000,1.00000,0.00000,0.00000,1.70712,0.86343
navigation,0.00,learned_expected_utility,4,32,1.00000,1.00000,0.00000,0.00000,1.71557,0.86275
navigation,0.00,learned_expected_utility,5,32,1.00000,1.00000,0.00000,0.00000,1.70695,0.86344
navigation,0.00,learned_expected_utility,6,32,1.00000,1.00000,0.00000,0.00000,1.70794,0.86337
navigation,0.00,learned_expected_utility,7,32,1.00000,1.00000,0.00000,0.00000,1.72138,0.86229
navigation,0.00,learned_expected_utility,8,32,1.00000,1.00000,0.00000,0.00000,1.71469,0.86282
navigation,0.00,learned_expected_utility,9,32,1.00000,1.00000,0.00000,0.00000,1.70253,0.86380
navigation,0.00,cvar_recovery_planner,0,32,1.00000,1.00000,0.00000,0.00000,1.77506,0.85799
navigation,0.00,cvar_recovery_planner,1,32,1.00000,1.00000,0.00000,0.00000,1.77624,0.85790
navigation,0.00,cvar_recovery_planner,2,32,0.90625,1.00000,0.00000,0.00000,1.80988,0.72865
navigation,0.00,cvar_recovery_planner,3,32,1.00000,1.00000,0.00000,0.00000,1.76393,0.85889
navigation,0.00,cvar_recovery_planner,4,32,1.00000,1.00000,0.00000,0.00000,1.81953,0.85444
navigation,0.00,cvar_recovery_planner,5,32,1.00000,1.00000,0.00000,0.00000,1.78538,0.85717
navigation,0.00,cvar_recovery_planner,6,32,1.00000,1.00000,0.00000,0.00000,1.75653,0.85948
navigation,0.00,cvar_recovery_planner,7,32,1.00000,1.00000,0.00000,0.00000,1.74828,0.86014
navigation,0.00,cvar_recovery_planner,8,32,1.00000,1.00000,0.00000,0.00000,1.76860,0.85851
navigation,0.00,cvar_recovery_planner,9,32,1.00000,1.00000,0.00000,0.00000,1.80052,0.85596
navigation,0.00,recoverability_score_planner_v5,0,32,1.00000,1.00000,0.00000,0.00000,1.78127,0.85750
navigation,0.00,recoverability_score_planner_v5,1,32,1.00000,1.00000,0.00000,0.00000,1.75616,0.85951
navigation,0.00,recoverability_score_planner_v5,2,32,1.00000,1.00000,0.00000,0.00000,1.74181,0.86066
navigation,0.00,recoverability_score_planner_v5,3,32,1.00000,1.00000,0.00000,0.00000,1.76393,0.85889
navigation,0.00,recoverability_score_planner_v5,4,32,0.96875,1.00000,0.00000,0.00000,1.79547,0.81417
navigation,0.00,recoverability_score_planner_v5,5,32,0.96875,1.00000,0.00000,0.00000,1.76705,0.81645
navigation,0.00,recoverability_score_planner_v5,6,32,1.00000,1.00000,0.00000,0.00000,1.73787,0.86097
navigation,0.00,recoverability_score_planner_v5,7,32,1.00000,1.00000,0.00000,0.00000,1.71139,0.86309
navigation,0.00,recoverability_score_planner_v5,8,32,1.00000,1.00000,0.00000,0.00000,1.79471,0.85642
navigation,0.00,recoverability_score_planner_v5,9,32,1.00000,1.00000,0.00000,0.00000,1.78889,0.85689
navigation,0.00,oracle_recoverability_upper_bound,0,32,1.00000,1.00000,0.00000,0.00000,1.71397,0.86288
navigation,0.00,oracle_recoverability_upper_bound,1,32,1.00000,1.00000,0.00000,0.00000,1.71562,0.86275
navigation,0.00,oracle_recoverability_upper_bound,2,32,1.00000,1.00000,0.00000,0.00000,1.67710,0.86583
navigation,0.00,oracle_recoverability_upper_bound,3,32,1.00000,1.00000,0.00000,0.00000,1.68699,0.86504
navigation,0.00,oracle_recoverability_upper_bound,4,32,1.00000,1.00000,0.00000,0.00000,1.72966,0.86163
navigation,0.00,oracle_recoverability_upper_bound,5,32,1.00000,1.00000,0.00000,0.00000,1.69614,0.86431
navigation,0.00,oracle_recoverability_upper_bound,6,32,1.00000,1.00000,0.00000,0.00000,1.70260,0.86379
navigation,0.00,oracle_recoverability_upper_bound,7,32,1.00000,1.00000,0.00000,0.00000,1.69774,0.86418
navigation,0.00,oracle_recoverability_upper_bound,8,32,1.00000,1.00000,0.00000,0.00000,1.71520,0.86278
navigation,0.00,oracle_recoverability_upper_bound,9,32,1.00000,1.00000,0.00000,0.00000,1.69022,0.86478
navigation,0.25,robust_margin_planner,0,32,0.43750,0.75000,0.00000,0.00000,2.28483,0.05784
navigation,0.25,robust_margin_planner,1,32,0.31250,0.80000,0.00000,0.00000,2.30409,-0.11245
navigation,0.25,robust_margin_planner,2,32,0.28125,0.50000,0.00000,0.03125,2.27698,-0.18997
navigation,0.25,robust_margin_planner,3,32,0.25000,0.75000,0.00000,0.03125,2.34600,-0.23768
navigation,0.25,robust_margin_planner,4,32,0.40625,0.66667,0.00000,0.00000,2.30207,0.01427
navigation,0.25,robust_margin_planner,5,32,0.25000,0.66667,0.00000,0.00000,2.31367,-0.19759
navigation,0.25,robust_margin_planner,6,32,0.09375,1.00000,0.00000,0.03125,2.51337,-0.46201
navigation,0.25,robust_margin_planner,7,32,0.18750,0.80000,0.00000,0.03125,2.41941,-0.32793
navigation,0.25,robust_margin_planner,8,32,0.15625,1.00000,0.00000,0.00000,2.33710,-0.32603
navigation,0.25,robust_margin_planner,9,32,0.31250,1.00000,0.00000,0.00000,2.33036,-0.11455
navigation,0.25,contingent_replanner,0,32,0.96875,1.00000,0.00000,0.00000,2.00075,0.79775
navigation,0.25,contingent_replanner,1,32,0.93750,0.75000,0.00000,0.00000,1.99154,0.76724
navigation,0.25,contingent_replanner,2,32,0.96875,1.00000,0.00000,0.00000,1.96478,0.80063
navigation,0.25,contingent_replanner,3,32,0.96875,1.00000,0.00000,0.00000,1.91214,0.80484
navigation,0.25,contingent_replanner,4,32,0.93750,1.00000,0.00000,0.00000,2.06551,0.75038
navigation,0.25,contingent_replanner,5,32,0.96875,1.00000,0.00000,0.00000,1.97489,0.79982
navigation,0.25,contingent_replanner,6,32,0.93750,1.00000,0.00000,0.00000,1.98513,0.75681
navigation,0.25,contingent_replanner,7,32,0.96875,1.00000,0.00000,0.00000,1.91210,0.80485
navigation,0.25,contingent_replanner,8,32,1.00000,1.00000,0.00000,0.00000,1.99494,0.84041
navigation,0.25,contingent_replanner,9,32,1.00000,1.00000,0.00000,0.00000,1.98687,0.84105
navigation,0.25,learned_failure_classifier,0,32,1.00000,1.00000,0.00000,0.00000,1.75905,0.85928
navigation,0.25,learned_failure_classifier,1,32,0.96875,0.00000,0.00000,0.00000,1.75514,0.82834
navigation,0.25,learned_failure_classifier,2,32,0.96875,1.00000,0.00000,0.00000,1.80634,0.81330
navigation,0.25,learned_failure_classifier,3,32,1.00000,1.00000,0.00000,0.00000,1.76999,0.85840
navigation,0.25,learned_failure_classifier,4,32,1.00000,1.00000,0.00000,0.00000,1.75007,0.85999
navigation,0.25,learned_failure_classifier,5,32,1.00000,1.00000,0.00000,0.00000,1.74896,0.86008
navigation,0.25,learned_failure_classifier,6,32,1.00000,1.00000,0.00000,0.00000,1.74694,0.86024
navigation,0.25,learned_failure_classifier,7,32,1.00000,1.00000,0.00000,0.00000,1.75189,0.85985
navigation,0.25,learned_failure_classifier,8,32,0.96875,0.00000,0.00000,0.00000,1.72663,0.83062
navigation,0.25,learned_failure_classifier,9,32,0.96875,0.66667,0.00000,0.03125,1.79931,0.78730
navigation,0.25,learned_expected_utility,0,32,0.96875,0.80000,0.00000,0.00000,1.78596,0.82587
navigation,0.25,learned_expected_utility,1,32,1.00000,1.00000,0.00000,0.00000,1.74813,0.86015
navigation,0.25,learned_expected_utility,2,32,0.93750,0.80000,0.00000,0.00000,1.79938,0.77167
navigation,0.25,learned_expected_utility,3,32,1.00000,1.00000,0.00000,0.00000,1.70900,0.86328
navigation,0.25,learned_expected_utility,4,32,1.00000,1.00000,0.00000,0.00000,1.74804,0.86016
navigation,0.25,learned_expected_utility,5,32,1.00000,1.00000,0.00000,0.00000,1.72976,0.86162
navigation,0.25,learned_expected_utility,6,32,1.00000,1.00000,0.00000,0.00000,1.72849,0.86172
navigation,0.25,learned_expected_utility,7,32,1.00000,1.00000,0.00000,0.00000,1.75394,0.85968
navigation,0.25,learned_expected_utility,8,32,1.00000,1.00000,0.00000,0.00000,1.70098,0.86392
navigation,0.25,learned_expected_utility,9,32,1.00000,1.00000,0.00000,0.00000,1.74887,0.86009
navigation,0.25,cvar_recovery_planner,0,32,0.93750,1.00000,0.00000,0.00000,1.85520,0.76721
navigation,0.25,cvar_recovery_planner,1,32,1.00000,1.00000,0.00000,0.00000,1.85414,0.85167
navigation,0.25,cvar_recovery_planner,2,32,0.93750,1.00000,0.00000,0.00000,1.83315,0.76897
navigation,0.25,cvar_recovery_planner,3,32,1.00000,1.00000,0.00000,0.00000,1.80228,0.85582
navigation,0.25,cvar_recovery_planner,4,32,1.00000,1.00000,0.00000,0.00000,1.77523,0.85798
navigation,0.25,cvar_recovery_planner,5,32,0.96875,1.00000,0.00000,0.00000,1.82761,0.81160
navigation,0.25,cvar_recovery_planner,6,32,1.00000,1.00000,0.00000,0.00000,1.83817,0.85295
navigation,0.25,cvar_recovery_planner,7,32,1.00000,1.00000,0.00000,0.00000,1.77986,0.85761
navigation,0.25,cvar_recovery_planner,8,32,0.96875,0.75000,0.00000,0.00000,1.84445,0.82120
navigation,0.25,cvar_recovery_planner,9,32,0.93750,1.00000,0.00000,0.00000,1.86998,0.76603
navigation,0.25,recoverability_score_planner_v5,0,32,1.00000,1.00000,0.00000,0.00000,1.82872,0.85370
navigation,0.25,recoverability_score_planner_v5,1,32,0.96875,1.00000,0.00000,0.00000,1.85514,0.80940
navigation,0.25,recoverability_score_planner_v5,2,32,1.00000,1.00000,0.00000,0.00000,1.80556,0.85555
navigation,0.25,recoverability_score_planner_v5,3,32,1.00000,1.00000,0.00000,0.00000,1.79048,0.85676
navigation,0.25,recoverability_score_planner_v5,4,32,1.00000,1.00000,0.00000,0.00000,1.76650,0.85868
navigation,0.25,recoverability_score_planner_v5,5,32,1.00000,1.00000,0.00000,0.00000,1.79161,0.85667
navigation,0.25,recoverability_score_planner_v5,6,32,1.00000,1.00000,0.00000,0.00000,1.81825,0.85454
navigation,0.25,recoverability_score_planner_v5,7,32,1.00000,1.00000,0.00000,0.00000,1.79810,0.85615
navigation,0.25,recoverability_score_planner_v5,8,32,1.00000,1.00000,0.00000,0.00000,1.81832,0.85454
navigation,0.25,recoverability_score_planner_v5,9,32,1.00000,1.00000,0.00000,0.00000,1.75992,0.85921
navigation,0.25,oracle_recoverability_upper_bound,0,32,1.00000,1.00000,0.00000,0.00000,1.69804,0.86416
navigation,0.25,oracle_recoverability_upper_bound,1,32,1.00000,1.00000,0.00000,0.00000,1.73105,0.86152
navigation,0.25,oracle_recoverability_upper_bound,2,32,1.00000,1.00000,0.00000,0.00000,1.69833,0.86413
navigation,0.25,oracle_recoverability_upper_bound,3,32,1.00000,1.00000,0.00000,0.00000,1.69129,0.86470
navigation,0.25,oracle_recoverability_upper_bound,4,32,1.00000,1.00000,0.00000,0.00000,1.72399,0.86208
navigation,0.25,oracle_recoverability_upper_bound,5,32,0.96875,0.66667,0.00000,0.00000,1.72727,0.83057
navigation,0.25,oracle_recoverability_upper_bound,6,32,1.00000,1.00000,0.00000,0.00000,1.72136,0.86229
navigation,0.25,oracle_recoverability_upper_bound,7,32,1.00000,1.00000,0.00000,0.00000,1.72901,0.86168
navigation,0.25,oracle_recoverability_upper_bound,8,32,1.00000,1.00000,0.00000,0.00000,1.70518,0.86359
navigation,0.25,oracle_recoverability_upper_bound,9,32,1.00000,1.00000,0.00000,0.00000,1.72833,0.86173
navigation,0.50,robust_margin_planner,0,32,0.37500,0.50000,0.00000,0.00000,2.27803,-0.02599
navigation,0.50,robust_margin_planner,1,32,0.21875,0.83333,0.00000,0.00000,2.39636,-0.24640
navigation,0.50,robust_margin_planner,2,32,0.21875,0.50000,0.00000,0.03125,2.39110,-0.28347
navigation,0.50,robust_margin_planner,3,32,0.28125,0.60000,0.00000,0.06250,2.30690,-0.22987
navigation,0.50,robust_margin_planner,4,32,0.28125,0.60000,0.00000,0.03125,2.41315,-0.20086
navigation,0.50,robust_margin_planner,5,32,0.12500,0.83333,0.00000,0.00000,2.56482,-0.38644
navigation,0.50,robust_margin_planner,6,32,0.21875,1.00000,0.00000,0.03125,2.44637,-0.28790
navigation,0.50,robust_margin_planner,7,32,0.12500,0.50000,0.00000,0.09375,2.49343,-0.49322
navigation,0.50,robust_margin_planner,8,32,0.12500,0.50000,0.00000,0.03125,2.38730,-0.40973
navigation,0.50,robust_margin_planner,9,32,0.21875,0.25000,0.00000,0.06250,2.32350,-0.31557
navigation,0.50,contingent_replanner,0,32,0.93750,1.00000,0.00000,0.00000,1.97260,0.75782
navigation,0.50,contingent_replanner,1,32,0.90625,1.00000,0.00000,0.00000,1.99932,0.71349
navigation,0.50,contingent_replanner,2,32,0.90625,1.00000,0.00000,0.00000,2.01343,0.71236
navigation,0.50,contingent_replanner,3,32,0.93750,1.00000,0.00000,0.00000,1.95148,0.75951
navigation,0.50,contingent_replanner,4,32,0.90625,1.00000,0.00000,0.00000,1.96059,0.71659
navigation,0.50,contingent_replanner,5,32,0.96875,1.00000,0.00000,0.00000,1.97804,0.79957
navigation,0.50,contingent_replanner,6,32,0.93750,1.00000,0.00000,0.00000,1.97435,0.75768
navigation,0.50,contingent_replanner,7,32,0.93750,1.00000,0.00000,0.00000,1.99550,0.75599
navigation,0.50,contingent_replanner,8,32,0.87500,0.60000,0.00000,0.00000,1.98773,0.68317
navigation,0.50,contingent_replanner,9,32,0.87500,1.00000,0.00000,0.00000,2.03152,0.66873
navigation,0.50,learned_failure_classifier,0,32,0.90625,0.66667,0.00000,0.00000,1.79860,0.75143
navigation,0.50,learned_failure_classifier,1,32,0.96875,0.00000,0.00000,0.00000,1.75621,0.82825
navigation,0.50,learned_failure_classifier,2,32,1.00000,1.00000,0.00000,0.00000,1.75125,0.85990
navigation,0.50,learned_failure_classifier,3,32,1.00000,1.00000,0.00000,0.00000,1.77517,0.85799
navigation,0.50,learned_failure_classifier,4,32,0.96875,0.75000,0.00000,0.00000,1.82856,0.82246
navigation,0.50,learned_failure_classifier,5,32,1.00000,1.00000,0.00000,0.00000,1.77085,0.85833
navigation,0.50,learned_failure_classifier,6,32,0.96875,0.80000,0.00000,0.00000,1.80469,0.81344
navigation,0.50,learned_failure_classifier,7,32,0.96875,1.00000,0.00000,0.00000,1.73894,0.81870
navigation,0.50,learned_failure_classifier,8,32,1.00000,1.00000,0.00000,0.00000,1.74531,0.86038
navigation,0.50,learned_failure_classifier,9,32,1.00000,1.00000,0.00000,0.00000,1.78403,0.85728
navigation,0.50,learned_expected_utility,0,32,0.93750,0.60000,0.00000,0.03125,1.76233,0.75901
navigation,0.50,learned_expected_utility,1,32,1.00000,1.00000,0.00000,0.00000,1.72033,0.86237
navigation,0.50,learned_expected_utility,2,32,1.00000,1.00000,0.00000,0.00000,1.78444,0.85725
navigation,0.50,learned_expected_utility,3,32,1.00000,1.00000,0.00000,0.00000,1.73386,0.86129
navigation,0.50,learned_expected_utility,4,32,1.00000,1.00000,0.00000,0.00000,1.80762,0.85539
navigation,0.50,learned_expected_utility,5,32,0.96875,1.00000,0.00000,0.00000,1.74341,0.81834
navigation,0.50,learned_expected_utility,6,32,1.00000,1.00000,0.00000,0.00000,1.75484,0.85961
navigation,0.50,learned_expected_utility,7,32,1.00000,1.00000,0.00000,0.00000,1.71640,0.86269
navigation,0.50,learned_expected_utility,8,32,1.00000,1.00000,0.00000,0.00000,1.72579,0.86194
navigation,0.50,learned_expected_utility,9,32,1.00000,1.00000,0.00000,0.00000,1.75309,0.85975
navigation,0.50,cvar_recovery_planner,0,32,0.87500,0.83333,0.00000,0.06250,1.91933,0.60270
navigation,0.50,cvar_recovery_planner,1,32,0.90625,1.00000,0.00000,0.00000,1.87959,0.72307
navigation,0.50,cvar_recovery_planner,2,32,0.93750,1.00000,0.00000,0.00000,1.89124,0.76433
navigation,0.50,cvar_recovery_planner,3,32,0.96875,1.00000,0.00000,0.00000,1.82469,0.81184
navigation,0.50,cvar_recovery_planner,4,32,0.93750,1.00000,0.00000,0.03125,1.89076,0.72686
navigation,0.50,cvar_recovery_planner,5,32,1.00000,1.00000,0.00000,0.00000,1.76678,0.85866
navigation,0.50,cvar_recovery_planner,6,32,0.96875,0.66667,0.00000,0.03125,1.81810,0.78580
navigation,0.50,cvar_recovery_planner,7,32,0.96875,1.00000,0.00000,0.00000,1.83995,0.81062
navigation,0.50,cvar_recovery_planner,8,32,0.96875,1.00000,0.00000,0.00000,1.82451,0.81185
navigation,0.50,cvar_recovery_planner,9,32,0.96875,0.80000,0.00000,0.00000,1.86699,0.81939
navigation,0.50,recoverability_score_planner_v5,0,32,0.96875,0.75000,0.00000,0.00000,1.87629,0.81865
navigation,0.50,recoverability_score_planner_v5,1,32,0.96875,1.00000,0.00000,0.00000,1.79471,0.81424
navigation,0.50,recoverability_score_planner_v5,2,32,1.00000,1.00000,0.00000,0.00000,1.82427,0.85406
navigation,0.50,recoverability_score_planner_v5,3,32,1.00000,1.00000,0.00000,0.00000,1.77230,0.85822
navigation,0.50,recoverability_score_planner_v5,4,32,0.96875,1.00000,0.00000,0.00000,1.80155,0.81369
navigation,0.50,recoverability_score_planner_v5,5,32,1.00000,1.00000,0.00000,0.00000,1.76051,0.85916
navigation,0.50,recoverability_score_planner_v5,6,32,0.96875,1.00000,0.00000,0.00000,1.80503,0.81341
navigation,0.50,recoverability_score_planner_v5,7,32,1.00000,1.00000,0.00000,0.00000,1.85067,0.85195
navigation,0.50,recoverability_score_planner_v5,8,32,0.96875,1.00000,0.00000,0.00000,1.87209,0.80804
navigation,0.50,recoverability_score_planner_v5,9,32,0.93750,0.75000,0.00000,0.03125,1.85149,0.74094
navigation,0.50,oracle_recoverability_upper_bound,0,32,1.00000,1.00000,0.00000,0.00000,1.69579,0.86434
navigation,0.50,oracle_recoverability_upper_bound,1,32,1.00000,1.00000,0.00000,0.00000,1.71827,0.86254
navigation,0.50,oracle_recoverability_upper_bound,2,32,0.96875,1.00000,0.00000,0.00000,1.74168,0.81848
navigation,0.50,oracle_recoverability_upper_bound,3,32,1.00000,1.00000,0.00000,0.00000,1.69015,0.86479
navigation,0.50,oracle_recoverability_upper_bound,4,32,1.00000,1.00000,0.00000,0.00000,1.73263,0.86139
navigation,0.50,oracle_recoverability_upper_bound,5,32,0.96875,0.66667,0.00000,0.00000,1.72137,0.83104
navigation,0.50,oracle_recoverability_upper_bound,6,32,1.00000,1.00000,0.00000,0.00000,1.74397,0.86048
navigation,0.50,oracle_recoverability_upper_bound,7,32,0.96875,0.75000,0.00000,0.03125,1.74941,0.79130
navigation,0.50,oracle_recoverability_upper_bound,8,32,1.00000,1.00000,0.00000,0.00000,1.74256,0.86060
navigation,0.50,oracle_recoverability_upper_bound,9,32,0.96875,0.80000,0.00000,0.00000,1.77022,0.82713
navigation,0.75,robust_margin_planner,0,32,0.21875,0.50000,0.00000,0.03125,2.40054,-0.28423
navigation,0.75,robust_margin_planner,1,32,0.25000,1.00000,0.00000,0.00000,2.39664,-0.20423
navigation,0.75,robust_margin_planner,2,32,0.31250,0.60000,0.00000,0.00000,2.36070,-0.11698
navigation,0.75,robust_margin_planner,3,32,0.25000,0.66667,0.00000,0.06250,2.41469,-0.28067
navigation,0.75,robust_margin_planner,4,32,0.12500,0.60000,0.03125,0.06250,2.40203,-0.49216
navigation,0.75,robust_margin_planner,5,32,0.31250,0.83333,0.00000,0.00000,2.39655,-0.11985
navigation,0.75,robust_margin_planner,6,32,0.09375,1.00000,0.00000,0.03125,2.47852,-0.45922
navigation,0.75,robust_margin_planner,7,32,0.25000,0.50000,0.00000,0.06250,2.36782,-0.27693
navigation,0.75,robust_margin_planner,8,32,0.31250,1.00000,0.00000,0.00000,2.28083,-0.11059
navigation,0.75,robust_margin_planner,9,32,0.12500,0.33333,0.00000,0.03125,2.40439,-0.41110
navigation,0.75,contingent_replanner,0,32,0.90625,1.00000,0.00000,0.00000,2.01286,0.71241
navigation,0.75,contingent_replanner,1,32,0.90625,0.66667,0.00000,0.00000,2.03692,0.73236
navigation,0.75,contingent_replanner,2,32,0.96875,1.00000,0.00000,0.00000,1.97174,0.80007
navigation,0.75,contingent_replanner,3,32,0.96875,0.50000,0.00000,0.00000,1.99526,0.79819
navigation,0.75,contingent_replanner,4,32,0.90625,1.00000,0.00000,0.03125,2.01079,0.67507
navigation,0.75,contingent_replanner,5,32,0.93750,1.00000,0.00000,0.00000,1.96138,0.75871
navigation,0.75,contingent_replanner,6,32,0.96875,1.00000,0.00000,0.00000,1.94473,0.80223
navigation,0.75,contingent_replanner,7,32,0.96875,1.00000,0.00000,0.00000,1.98299,0.79917
navigation,0.75,contingent_replanner,8,32,0.87500,1.00000,0.00000,0.00000,1.99192,0.67190
navigation,0.75,contingent_replanner,9,32,0.93750,1.00000,0.00000,0.00000,1.99147,0.75631
navigation,0.75,learned_failure_classifier,0,32,0.93750,0.60000,0.00000,0.00000,1.80840,0.79283
navigation,0.75,learned_failure_classifier,1,32,1.00000,1.00000,0.00000,0.00000,1.76545,0.85876
navigation,0.75,learned_failure_classifier,2,32,1.00000,1.00000,0.00000,0.00000,1.77593,0.85793
navigation,0.75,learned_failure_classifier,3,32,0.96875,1.00000,0.00000,0.00000,1.80577,0.81335
navigation,0.75,learned_failure_classifier,4,32,0.96875,0.66667,0.00000,0.00000,1.79028,0.82553
navigation,0.75,learned_failure_classifier,5,32,1.00000,1.00000,0.00000,0.00000,1.79690,0.85625
navigation,0.75,learned_failure_classifier,6,32,0.96875,0.83333,0.00000,0.00000,1.81976,0.82317
navigation,0.75,learned_failure_classifier,7,32,1.00000,1.00000,0.00000,0.00000,1.79665,0.85627
navigation,0.75,learned_failure_classifier,8,32,0.93750,1.00000,0.00000,0.00000,1.81327,0.77056
navigation,0.75,learned_failure_classifier,9,32,0.87500,0.71429,0.00000,0.03125,1.87217,0.65491
navigation,0.75,learned_expected_utility,0,32,0.90625,0.71429,0.00000,0.03125,1.81889,0.71230
navigation,0.75,learned_expected_utility,1,32,1.00000,1.00000,0.00000,0.00000,1.74849,0.86012
navigation,0.75,learned_expected_utility,2,32,1.00000,1.00000,0.00000,0.00000,1.78138,0.85749
navigation,0.75,learned_expected_utility,3,32,0.96875,0.80000,0.00000,0.03125,1.74948,0.79129
navigation,0.75,learned_expected_utility,4,32,1.00000,1.00000,0.00000,0.00000,1.80658,0.85547
navigation,0.75,learned_expected_utility,5,32,0.96875,0.80000,0.00000,0.00000,1.77310,0.82690
navigation,0.75,learned_expected_utility,6,32,0.96875,0.75000,0.00000,0.00000,1.76520,0.82753
navigation,0.75,learned_expected_utility,7,32,0.96875,1.00000,0.00000,0.00000,1.76136,0.81690
navigation,0.75,learned_expected_utility,8,32,1.00000,1.00000,0.00000,0.00000,1.74771,0.86018
navigation,0.75,learned_expected_utility,9,32,1.00000,1.00000,0.00000,0.00000,1.77040,0.85837
navigation,0.75,cvar_recovery_planner,0,32,0.96875,1.00000,0.00000,0.00000,1.82949,0.81145
navigation,0.75,cvar_recovery_planner,1,32,1.00000,1.00000,0.00000,0.00000,1.81512,0.85479
navigation,0.75,cvar_recovery_planner,2,32,0.96875,1.00000,0.00000,0.00000,1.87948,0.80745
navigation,0.75,cvar_recovery_planner,3,32,0.96875,1.00000,0.00000,0.00000,1.84836,0.80994
navigation,0.75,cvar_recovery_planner,4,32,0.93750,1.00000,0.00000,0.00000,1.90165,0.76349
navigation,0.75,cvar_recovery_planner,5,32,0.93750,0.75000,0.00000,0.03125,1.88694,0.72717
navigation,0.75,cvar_recovery_planner,6,32,1.00000,1.00000,0.00000,0.00000,1.85506,0.85160
navigation,0.75,cvar_recovery_planner,7,32,1.00000,1.00000,0.00000,0.00000,1.82113,0.85431
navigation,0.75,cvar_recovery_planner,8,32,0.96875,1.00000,0.00000,0.00000,1.87164,0.80808
navigation,0.75,cvar_recovery_planner,9,32,0.93750,0.88889,0.00000,0.00000,1.95476,0.77018
navigation,0.75,recoverability_score_planner_v5,0,32,1.00000,1.00000,0.00000,0.00000,1.82954,0.85364
navigation,0.75,recoverability_score_planner_v5,1,32,0.96875,1.00000,0.00000,0.00000,1.80950,0.81305
navigation,0.75,recoverability_score_planner_v5,2,32,1.00000,1.00000,0.00000,0.00000,1.82654,0.85388
