stress_axis,stress_level,method,seed,episodes,goal_success,recovery_success,irreversible_failure,damage,total_cost,safety_utility
slip,0.75,learned_expected_utility,3,32,1.00000,1.00000,0.00000,0.00000,1.74687,0.86025
slip,0.75,learned_expected_utility,4,32,1.00000,1.00000,0.00000,0.00000,1.76098,0.85912
slip,0.75,learned_expected_utility,5,32,1.00000,1.00000,0.00000,0.00000,1.74375,0.86050
slip,0.75,learned_expected_utility,6,32,1.00000,1.00000,0.00000,0.00000,1.74874,0.86010
slip,0.75,learned_expected_utility,7,32,0.96875,1.00000,0.00000,0.00000,1.77926,0.81547
slip,0.75,learned_expected_utility,8,32,1.00000,1.00000,0.00000,0.00000,1.74508,0.86039
slip,0.75,learned_expected_utility,9,32,1.00000,1.00000,0.00000,0.00000,1.72403,0.86208
slip,0.75,cvar_recovery_planner,0,32,0.93750,0.75000,0.00000,0.03125,1.82194,0.74331
slip,0.75,cvar_recovery_planner,1,32,0.93750,1.00000,0.00000,0.00000,1.83219,0.76905
slip,0.75,cvar_recovery_planner,2,32,0.90625,1.00000,0.00000,0.03125,1.90116,0.68385
slip,0.75,cvar_recovery_planner,3,32,0.93750,1.00000,0.00000,0.00000,1.82812,0.76937
slip,0.75,cvar_recovery_planner,4,32,0.90625,1.00000,0.00000,0.03125,1.87059,0.68629
slip,0.75,cvar_recovery_planner,5,32,0.96875,0.75000,0.00000,0.00000,1.84804,0.82091
slip,0.75,cvar_recovery_planner,6,32,0.93750,0.80000,0.00000,0.03125,1.87965,0.73869
slip,0.75,cvar_recovery_planner,7,32,0.87500,1.00000,0.00000,0.03125,1.89927,0.65275
slip,0.75,cvar_recovery_planner,8,32,0.93750,1.00000,0.00000,0.00000,1.85891,0.76691
slip,0.75,cvar_recovery_planner,9,32,0.96875,0.80000,0.03125,0.00000,1.85740,0.76547
slip,0.75,recoverability_score_planner_v5,0,32,0.90625,1.00000,0.00000,0.03125,1.82180,0.70113
slip,0.75,recoverability_score_planner_v5,1,32,1.00000,1.00000,0.00000,0.00000,1.82652,0.85388
slip,0.75,recoverability_score_planner_v5,2,32,1.00000,1.00000,0.00000,0.00000,1.80629,0.85550
slip,0.75,recoverability_score_planner_v5,3,32,0.87500,0.66667,0.00000,0.03125,1.87300,0.67672
slip,0.75,recoverability_score_planner_v5,4,32,0.93750,1.00000,0.00000,0.03125,1.84511,0.74145
slip,0.75,recoverability_score_planner_v5,5,32,1.00000,1.00000,0.00000,0.00000,1.80204,0.85584
slip,0.75,recoverability_score_planner_v5,6,32,0.96875,1.00000,0.00000,0.00000,1.81976,0.81223
slip,0.75,recoverability_score_planner_v5,7,32,0.96875,1.00000,0.00000,0.00000,1.87027,0.80819
slip,0.75,recoverability_score_planner_v5,8,32,0.90625,0.90000,0.00000,0.00000,1.90025,0.73235
slip,0.75,recoverability_score_planner_v5,9,32,0.93750,1.00000,0.00000,0.00000,1.88303,0.76498
slip,0.75,oracle_recoverability_upper_bound,0,32,0.93750,0.60000,0.00000,0.03125,1.76746,0.75860
slip,0.75,oracle_recoverability_upper_bound,1,32,1.00000,1.00000,0.00000,0.00000,1.76033,0.85917
slip,0.75,oracle_recoverability_upper_bound,2,32,0.90625,0.66667,0.00000,0.00000,1.78697,0.75235
slip,0.75,oracle_recoverability_upper_bound,3,32,1.00000,1.00000,0.00000,0.00000,1.73114,0.86151
slip,0.75,oracle_recoverability_upper_bound,4,32,1.00000,1.00000,0.00000,0.00000,1.72675,0.86186
slip,0.75,oracle_recoverability_upper_bound,5,32,1.00000,1.00000,0.00000,0.00000,1.76042,0.85917
slip,0.75,oracle_recoverability_upper_bound,6,32,1.00000,1.00000,0.00000,0.00000,1.74818,0.86015
slip,0.75,oracle_recoverability_upper_bound,7,32,1.00000,1.00000,0.00000,0.00000,1.73635,0.86109
slip,0.75,oracle_recoverability_upper_bound,8,32,1.00000,1.00000,0.00000,0.00000,1.72671,0.86186
slip,0.75,oracle_recoverability_upper_bound,9,32,0.93750,0.75000,0.00000,0.03125,1.74943,0.76004
slip,1.00,robust_margin_planner,0,32,0.15625,0.60000,0.00000,0.06250,2.45917,-0.41080
slip,1.00,robust_margin_planner,1,32,0.25000,1.00000,0.00000,0.00000,2.34559,-0.20015
slip,1.00,robust_margin_planner,2,32,0.21875,0.66667,0.00000,0.06250,2.39709,-0.32145
slip,1.00,robust_margin_planner,3,32,0.28125,0.83333,0.00000,0.03125,2.38268,-0.19843
slip,1.00,robust_margin_planner,4,32,0.21875,1.00000,0.00000,0.00000,2.35740,-0.24328
slip,1.00,robust_margin_planner,5,32,0.25000,1.00000,0.00000,0.03125,2.37966,-0.24037
slip,1.00,robust_margin_planner,6,32,0.18750,1.00000,0.00000,0.00000,2.39443,-0.28843
slip,1.00,robust_margin_planner,7,32,0.18750,1.00000,0.00000,0.03125,2.36858,-0.32386
slip,1.00,robust_margin_planner,8,32,0.34375,1.00000,0.00000,0.00000,2.24128,-0.06524
slip,1.00,robust_margin_planner,9,32,0.15625,0.55556,0.00000,0.12500,2.54824,-0.49292
slip,1.00,contingent_replanner,0,32,0.90625,1.00000,0.00000,0.00000,1.99281,0.71401
slip,1.00,contingent_replanner,1,32,0.90625,1.00000,0.00000,0.00000,2.03423,0.71070
slip,1.00,contingent_replanner,2,32,0.96875,1.00000,0.00000,0.00000,1.97739,0.79962
slip,1.00,contingent_replanner,3,32,0.78125,0.87500,0.00000,0.03125,2.06062,0.52421
slip,1.00,contingent_replanner,4,32,0.90625,0.66667,0.00000,0.00000,1.98848,0.71436
slip,1.00,contingent_replanner,5,32,0.90625,1.00000,0.00000,0.00000,2.02365,0.71155
slip,1.00,contingent_replanner,6,32,0.93750,1.00000,0.00000,0.06250,2.00291,0.68039
slip,1.00,contingent_replanner,7,32,0.93750,1.00000,0.00000,0.03125,1.93771,0.72311
slip,1.00,contingent_replanner,8,32,0.93750,0.80000,0.00000,0.00000,2.00597,0.76608
slip,1.00,contingent_replanner,9,32,0.90625,1.00000,0.00000,0.03125,2.00741,0.67535
slip,1.00,learned_failure_classifier,0,32,1.00000,1.00000,0.00000,0.00000,1.76738,0.85861
slip,1.00,learned_failure_classifier,1,32,0.96875,1.00000,0.00000,0.00000,1.81469,0.81264
slip,1.00,learned_failure_classifier,2,32,1.00000,1.00000,0.00000,0.00000,1.78055,0.85756
slip,1.00,learned_failure_classifier,3,32,0.96875,1.00000,0.00000,0.00000,1.81305,0.81277
slip,1.00,learned_failure_classifier,4,32,1.00000,1.00000,0.00000,0.00000,1.81969,0.85442
slip,1.00,learned_failure_classifier,5,32,1.00000,1.00000,0.00000,0.00000,1.77361,0.85811
slip,1.00,learned_failure_classifier,6,32,0.96875,0.83333,0.00000,0.03125,1.80656,0.78673
slip,1.00,learned_failure_classifier,7,32,1.00000,1.00000,0.00000,0.00000,1.78239,0.85741
slip,1.00,learned_failure_classifier,8,32,1.00000,1.00000,0.00000,0.00000,1.75403,0.85968
slip,1.00,learned_failure_classifier,9,32,0.96875,1.00000,0.00000,0.00000,1.74337,0.81834
slip,1.00,learned_expected_utility,0,32,1.00000,1.00000,0.00000,0.00000,1.74212,0.86063
slip,1.00,learned_expected_utility,1,32,0.93750,0.80000,0.00000,0.03125,1.77655,0.75788
slip,1.00,learned_expected_utility,2,32,0.96875,0.75000,0.00000,0.00000,1.75173,0.82861
slip,1.00,learned_expected_utility,3,32,1.00000,1.00000,0.00000,0.00000,1.78047,0.85756
slip,1.00,learned_expected_utility,4,32,1.00000,1.00000,0.00000,0.00000,1.78701,0.85704
slip,1.00,learned_expected_utility,5,32,1.00000,1.00000,0.00000,0.00000,1.74154,0.86068
slip,1.00,learned_expected_utility,6,32,0.96875,1.00000,0.00000,0.00000,1.75327,0.81755
slip,1.00,learned_expected_utility,7,32,1.00000,1.00000,0.00000,0.00000,1.76351,0.85892
slip,1.00,learned_expected_utility,8,32,1.00000,1.00000,0.00000,0.00000,1.78137,0.85749
slip,1.00,learned_expected_utility,9,32,0.96875,1.00000,0.00000,0.00000,1.76609,0.81653
slip,1.00,cvar_recovery_planner,0,32,0.96875,0.75000,0.00000,0.03125,1.85578,0.78279
slip,1.00,cvar_recovery_planner,1,32,0.96875,1.00000,0.00000,0.03125,1.85661,0.78272
slip,1.00,cvar_recovery_planner,2,32,0.93750,1.00000,0.00000,0.06250,1.90481,0.69918
slip,1.00,cvar_recovery_planner,3,32,0.96875,1.00000,0.00000,0.03125,1.85485,0.78286
slip,1.00,cvar_recovery_planner,4,32,1.00000,1.00000,0.00000,0.00000,1.81344,0.85492
slip,1.00,cvar_recovery_planner,5,32,0.93750,0.80000,0.00000,0.00000,1.89636,0.77485
slip,1.00,cvar_recovery_planner,6,32,0.93750,0.83333,0.00000,0.03125,1.88726,0.73808
slip,1.00,cvar_recovery_planner,7,32,0.87500,0.87500,0.00000,0.03125,1.88132,0.66512
slip,1.00,cvar_recovery_planner,8,32,1.00000,1.00000,0.00000,0.00000,1.84509,0.85239
slip,1.00,cvar_recovery_planner,9,32,0.87500,0.80000,0.03125,0.00000,1.86666,0.63817
slip,1.00,recoverability_score_planner_v5,0,32,0.90625,0.87500,0.00000,0.06250,1.88134,0.65887
slip,1.00,recoverability_score_planner_v5,1,32,0.87500,1.00000,0.00000,0.03125,1.94021,0.64947
slip,1.00,recoverability_score_planner_v5,2,32,0.96875,0.83333,0.00000,0.00000,1.88839,0.81768
slip,1.00,recoverability_score_planner_v5,3,32,0.90625,1.00000,0.00000,0.03125,1.86098,0.69800
slip,1.00,recoverability_score_planner_v5,4,32,0.84375,0.62500,0.00000,0.12500,1.89051,0.52063
slip,1.00,recoverability_score_planner_v5,5,32,0.96875,1.00000,0.00000,0.00000,1.85701,0.80925
slip,1.00,recoverability_score_planner_v5,6,32,0.90625,0.85714,0.00000,0.00000,1.90522,0.72102
slip,1.00,recoverability_score_planner_v5,7,32,0.93750,0.75000,0.00000,0.03125,1.82415,0.74313
slip,1.00,recoverability_score_planner_v5,8,32,0.93750,1.00000,0.00000,0.00000,1.86196,0.76667
slip,1.00,recoverability_score_planner_v5,9,32,0.96875,0.75000,0.00000,0.03125,1.83663,0.78432
slip,1.00,oracle_recoverability_upper_bound,0,32,0.93750,0.60000,0.00000,0.03125,1.76469,0.75882
slip,1.00,oracle_recoverability_upper_bound,1,32,1.00000,1.00000,0.00000,0.00000,1.74691,0.86025
slip,1.00,oracle_recoverability_upper_bound,2,32,0.93750,0.66667,0.00000,0.00000,1.76247,0.79650
slip,1.00,oracle_recoverability_upper_bound,3,32,1.00000,1.00000,0.00000,0.00000,1.79517,0.85639
slip,1.00,oracle_recoverability_upper_bound,4,32,0.96875,0.80000,0.00000,0.03125,1.79132,0.78794
slip,1.00,oracle_recoverability_upper_bound,5,32,1.00000,1.00000,0.00000,0.00000,1.72590,0.86193
slip,1.00,oracle_recoverability_upper_bound,6,32,1.00000,1.00000,0.00000,0.00000,1.72861,0.86171
slip,1.00,oracle_recoverability_upper_bound,7,32,0.96875,1.00000,0.00000,0.00000,1.73397,0.81910
slip,1.00,oracle_recoverability_upper_bound,8,32,0.96875,1.00000,0.00000,0.03125,1.74583,0.79158
slip,1.00,oracle_recoverability_upper_bound,9,32,0.90625,0.80000,0.00000,0.03125,1.75781,0.70625
slip,1.25,robust_margin_planner,0,32,0.15625,0.57143,0.00000,0.06250,2.50406,-0.41439
slip,1.25,robust_margin_planner,1,32,0.25000,1.00000,0.00000,0.06250,2.36457,-0.27667
slip,1.25,robust_margin_planner,2,32,0.21875,0.80000,0.00000,0.06250,2.38764,-0.32070
slip,1.25,robust_margin_planner,3,32,0.21875,0.50000,0.03125,0.00000,2.29658,-0.28216
slip,1.25,robust_margin_planner,4,32,0.28125,0.50000,0.00000,0.00000,2.33316,-0.15697
slip,1.25,robust_margin_planner,5,32,0.31250,0.50000,0.03125,0.03125,2.23236,-0.18796
slip,1.25,robust_margin_planner,6,32,0.18750,0.83333,0.00000,0.00000,2.39508,-0.28848
slip,1.25,robust_margin_planner,7,32,0.28125,0.85714,0.00000,0.03125,2.40558,-0.20026
slip,1.25,robust_margin_planner,8,32,0.21875,0.66667,0.00000,0.00000,2.39722,-0.24647
slip,1.25,robust_margin_planner,9,32,0.34375,0.66667,0.00000,0.09375,2.39215,-0.18981
slip,1.25,contingent_replanner,0,32,0.87500,1.00000,0.00000,0.00000,2.01443,0.67009
slip,1.25,contingent_replanner,1,32,0.84375,1.00000,0.00000,0.03125,1.99578,0.59190
slip,1.25,contingent_replanner,2,32,0.93750,1.00000,0.00000,0.03125,1.97714,0.73089
slip,1.25,contingent_replanner,3,32,0.78125,1.00000,0.00000,0.06250,2.07006,0.46408
slip,1.25,contingent_replanner,4,32,0.93750,1.00000,0.00000,0.00000,1.95944,0.75887
slip,1.25,contingent_replanner,5,32,0.93750,0.75000,0.00000,0.00000,2.01016,0.76575
slip,1.25,contingent_replanner,6,32,0.87500,1.00000,0.00000,0.03125,2.06952,0.62819
slip,1.25,contingent_replanner,7,32,0.84375,0.71429,0.00000,0.00000,1.98740,0.64101
slip,1.25,contingent_replanner,8,32,0.90625,1.00000,0.00000,0.03125,2.01734,0.68549
slip,1.25,contingent_replanner,9,32,0.87500,1.00000,0.00000,0.03125,2.02899,0.63143
slip,1.25,learned_failure_classifier,0,32,0.96875,1.00000,0.00000,0.03125,1.83935,0.78410
slip,1.25,learned_failure_classifier,1,32,0.96875,1.00000,0.00000,0.00000,1.80717,0.81324
slip,1.25,learned_failure_classifier,2,32,1.00000,1.00000,0.00000,0.00000,1.79234,0.85661
slip,1.25,learned_failure_classifier,3,32,0.93750,0.85714,0.00000,0.03125,1.85142,0.74095
slip,1.25,learned_failure_classifier,4,32,1.00000,1.00000,0.00000,0.00000,1.77813,0.85775
slip,1.25,learned_failure_classifier,5,32,0.96875,0.75000,0.00000,0.00000,1.78143,0.82624
slip,1.25,learned_failure_classifier,6,32,0.96875,0.85714,0.00000,0.03125,1.86740,0.78186
slip,1.25,learned_failure_classifier,7,32,1.00000,1.00000,0.00000,0.00000,1.81870,0.85450
slip,1.25,learned_failure_classifier,8,32,1.00000,1.00000,0.00000,0.00000,1.77529,0.85798
slip,1.25,learned_failure_classifier,9,32,1.00000,1.00000,0.00000,0.00000,1.71873,0.86250
slip,1.25,learned_expected_utility,0,32,0.90625,0.75000,0.00000,0.03125,1.78722,0.69296
slip,1.25,learned_expected_utility,1,32,0.90625,0.85714,0.00000,0.06250,1.78229,0.68867
slip,1.25,learned_expected_utility,2,32,0.93750,0.83333,0.00000,0.03125,1.78348,0.75732
slip,1.25,learned_expected_utility,3,32,0.93750,1.00000,0.00000,0.03125,1.76300,0.74802
slip,1.25,learned_expected_utility,4,32,1.00000,1.00000,0.00000,0.00000,1.76839,0.85853
slip,1.25,learned_expected_utility,5,32,1.00000,1.00000,0.00000,0.00000,1.74719,0.86023
slip,1.25,learned_expected_utility,6,32,0.96875,0.75000,0.00000,0.03125,1.77001,0.78965
slip,1.25,learned_expected_utility,7,32,0.96875,1.00000,0.00000,0.03125,1.86160,0.78232
slip,1.25,learned_expected_utility,8,32,0.96875,1.00000,0.00000,0.00000,1.78849,0.81473
slip,1.25,learned_expected_utility,9,32,1.00000,1.00000,0.00000,0.00000,1.75585,0.85953
slip,1.25,cvar_recovery_planner,0,32,0.93750,0.83333,0.00000,0.03125,1.86442,0.75085
slip,1.25,cvar_recovery_planner,1,32,0.84375,0.85714,0.00000,0.09375,1.87816,0.55912
slip,1.25,cvar_recovery_planner,2,32,0.90625,1.00000,0.00000,0.06250,1.88548,0.66947
slip,1.25,cvar_recovery_planner,3,32,0.93750,1.00000,0.00000,0.03125,1.85005,0.74106
slip,1.25,cvar_recovery_planner,4,32,0.90625,0.80000,0.00000,0.06250,1.84361,0.67282
slip,1.25,cvar_recovery_planner,5,32,0.87500,0.75000,0.00000,0.00000,1.90874,0.70043
slip,1.25,cvar_recovery_planner,6,32,0.96875,1.00000,0.00000,0.00000,1.90186,0.80566
slip,1.25,cvar_recovery_planner,7,32,0.90625,0.80000,0.00000,0.03125,1.87063,0.69722
slip,1.25,cvar_recovery_planner,8,32,0.93750,1.00000,0.00000,0.00000,1.86096,0.76675
slip,1.25,cvar_recovery_planner,9,32,0.93750,0.85714,0.00000,0.03125,1.92493,0.72413
slip,1.25,recoverability_score_planner_v5,0,32,0.93750,1.00000,0.00000,0.00000,1.88592,0.76475
slip,1.25,recoverability_score_planner_v5,1,32,0.93750,1.00000,0.00000,0.06250,1.82071,0.71684
slip,1.25,recoverability_score_planner_v5,2,32,0.96875,1.00000,0.00000,0.00000,1.85526,0.80939
slip,1.25,recoverability_score_planner_v5,3,32,0.93750,0.87500,0.00000,0.03125,1.86062,0.75115
slip,1.25,recoverability_score_planner_v5,4,32,0.93750,0.87500,0.00000,0.06250,1.87746,0.71230
slip,1.25,recoverability_score_planner_v5,5,32,0.93750,1.00000,0.00000,0.00000,1.87662,0.76550
slip,1.25,recoverability_score_planner_v5,6,32,0.93750,1.00000,0.00000,0.00000,1.90140,0.76351
slip,1.25,recoverability_score_planner_v5,7,32,1.00000,1.00000,0.00000,0.00000,1.83759,0.85299
slip,1.25,recoverability_score_planner_v5,8,32,0.87500,0.71429,0.00000,0.03125,1.91559,0.65144
slip,1.25,recoverability_score_planner_v5,9,32,1.00000,1.00000,0.00000,0.00000,1.85038,0.85197
slip,1.25,oracle_recoverability_upper_bound,0,32,0.87500,0.62500,0.00000,0.06250,1.82707,0.64290
slip,1.25,oracle_recoverability_upper_bound,1,32,1.00000,1.00000,0.00000,0.00000,1.74379,0.86050
slip,1.25,oracle_recoverability_upper_bound,2,32,0.96875,0.88889,0.00000,0.00000,1.80526,0.82433
slip,1.25,oracle_recoverability_upper_bound,3,32,0.96875,0.80000,0.00000,0.03125,1.77608,0.78916
slip,1.25,oracle_recoverability_upper_bound,4,32,0.96875,0.80000,0.00000,0.03125,1.74795,0.79141
slip,1.25,oracle_recoverability_upper_bound,5,32,0.96875,1.00000,0.00000,0.00000,1.77601,0.81573
slip,1.25,oracle_recoverability_upper_bound,6,32,0.93750,0.80000,0.00000,0.03125,1.78770,0.75699
slip,1.25,oracle_recoverability_upper_bound,7,32,0.96875,1.00000,0.00000,0.00000,1.78844,0.81474
slip,1.25,oracle_recoverability_upper_bound,8,32,0.96875,1.00000,0.00000,0.03125,1.76064,0.79040
slip,1.25,oracle_recoverability_upper_bound,9,32,0.93750,0.83333,0.00000,0.03125,1.77436,0.75805
slip,1.50,robust_margin_planner,0,32,0.34375,0.50000,0.00000,0.06250,2.37248,-0.15074
slip,1.50,robust_margin_planner,1,32,0.34375,1.00000,0.00000,0.00000,2.25896,-0.06665
slip,1.50,robust_margin_planner,2,32,0.25000,0.80000,0.03125,0.06250,2.33341,-0.31792
slip,1.50,robust_margin_planner,3,32,0.09375,0.71429,0.00000,0.03125,2.49710,-0.46070
slip,1.50,robust_margin_planner,4,32,0.18750,0.33333,0.00000,0.00000,2.34097,-0.28415
slip,1.50,robust_margin_planner,5,32,0.25000,0.80000,0.00000,0.06250,2.36871,-0.27700
slip,1.50,robust_margin_planner,6,32,0.15625,0.87500,0.00000,0.06250,2.47195,-0.40088
slip,1.50,robust_margin_planner,7,32,0.25000,1.00000,0.00000,0.03125,2.41685,-0.24335
slip,1.50,robust_margin_planner,8,32,0.12500,0.75000,0.00000,0.03125,2.47620,-0.41685
slip,1.50,robust_margin_planner,9,32,0.18750,0.40000,0.00000,0.12500,2.42138,-0.44059
slip,1.50,contingent_replanner,0,32,0.90625,1.00000,0.00000,0.00000,1.98295,0.71480
slip,1.50,contingent_replanner,1,32,0.87500,1.00000,0.00000,0.00000,2.04272,0.66783
slip,1.50,contingent_replanner,2,32,0.81250,1.00000,0.00000,0.06250,2.06496,0.52855
slip,1.50,contingent_replanner,3,32,0.71875,0.90000,0.00000,0.09375,2.08710,0.36272
slip,1.50,contingent_replanner,4,32,0.96875,1.00000,0.00000,0.00000,1.96615,0.80052
slip,1.50,contingent_replanner,5,32,0.96875,1.00000,0.00000,0.00000,1.98106,0.79933
slip,1.50,contingent_replanner,6,32,0.96875,1.00000,0.00000,0.03125,2.01403,0.75919
slip,1.50,contingent_replanner,7,32,0.93750,1.00000,0.00000,0.00000,1.99114,0.75633
slip,1.50,contingent_replanner,8,32,0.84375,0.85714,0.00000,0.06250,2.04058,0.55082
slip,1.50,contingent_replanner,9,32,0.81250,1.00000,0.00000,0.03125,2.04190,0.55696
slip,1.50,learned_failure_classifier,0,32,0.96875,1.00000,0.00000,0.03125,1.79642,0.78754
slip,1.50,learned_failure_classifier,1,32,0.93750,1.00000,0.00000,0.00000,1.85144,0.76751
slip,1.50,learned_failure_classifier,2,32,1.00000,1.00000,0.00000,0.00000,1.77172,0.85826
slip,1.50,learned_failure_classifier,3,32,1.00000,1.00000,0.00000,0.00000,1.77978,0.85762
slip,1.50,learned_failure_classifier,4,32,0.96875,1.00000,0.00000,0.00000,1.85174,0.80967
slip,1.50,learned_failure_classifier,5,32,0.96875,1.00000,0.00000,0.00000,1.78199,0.81525
slip,1.50,learned_failure_classifier,6,32,0.96875,1.00000,0.00000,0.03125,1.80633,0.78674
slip,1.50,learned_failure_classifier,7,32,1.00000,1.00000,0.00000,0.00000,1.83966,0.85283
slip,1.50,learned_failure_classifier,8,32,0.96875,1.00000,0.00000,0.00000,1.77547,0.81577
slip,1.50,learned_failure_classifier,9,32,0.96875,1.00000,0.00000,0.00000,1.75800,0.81717
slip,1.50,learned_expected_utility,0,32,0.93750,0.66667,0.00000,0.03125,1.75626,0.75950
slip,1.50,learned_expected_utility,1,32,0.87500,0.77778,0.00000,0.09375,1.82638,0.61639
slip,1.50,learned_expected_utility,2,32,0.96875,0.75000,0.00000,0.00000,1.77023,0.82713
slip,1.50,learned_expected_utility,3,32,0.90625,0.85714,0.00000,0.06250,1.78331,0.68859
slip,1.50,learned_expected_utility,4,32,1.00000,1.00000,0.00000,0.00000,1.81625,0.85470
slip,1.50,learned_expected_utility,5,32,0.96875,0.80000,0.00000,0.03125,1.77395,0.78933
slip,1.50,learned_expected_utility,6,32,1.00000,1.00000,0.00000,0.00000,1.73762,0.86099
slip,1.50,learned_expected_utility,7,32,0.96875,1.00000,0.00000,0.03125,1.85983,0.78246
slip,1.50,learned_expected_utility,8,32,1.00000,1.00000,0.00000,0.00000,1.76088,0.85913
slip,1.50,learned_expected_utility,9,32,1.00000,1.00000,0.00000,0.00000,1.72836,0.86173
slip,1.50,cvar_recovery_planner,0,32,0.93750,0.33333,0.00000,0.06250,1.83338,0.70489
slip,1.50,cvar_recovery_planner,1,32,0.96875,1.00000,0.00000,0.00000,1.84703,0.81005
slip,1.50,cvar_recovery_planner,2,32,0.87500,1.00000,0.00000,0.06250,1.88722,0.62715
slip,1.50,cvar_recovery_planner,3,32,0.93750,1.00000,0.00000,0.00000,1.94820,0.75977
slip,1.50,cvar_recovery_planner,4,32,0.81250,0.66667,0.00000,0.06250,1.96668,0.52548
slip,1.50,cvar_recovery_planner,5,32,1.00000,1.00000,0.00000,0.00000,1.83940,0.85285
slip,1.50,cvar_recovery_planner,6,32,0.90625,0.75000,0.00000,0.03125,1.86610,0.69759
slip,1.50,cvar_recovery_planner,7,32,0.90625,1.00000,0.00000,0.03125,1.94818,0.69102
slip,1.50,cvar_recovery_planner,8,32,1.00000,1.00000,0.00000,0.00000,1.84317,0.85255
slip,1.50,cvar_recovery_planner,9,32,0.87500,0.85714,0.03125,0.00000,1.88455,0.63674
slip,1.50,recoverability_score_planner_v5,0,32,0.90625,1.00000,0.00000,0.03125,1.86551,0.69763
slip,1.50,recoverability_score_planner_v5,1,32,0.84375,0.71429,0.00000,0.03125,1.90478,0.62105
slip,1.50,recoverability_score_planner_v5,2,32,0.93750,1.00000,0.00000,0.03125,1.82915,0.73179
slip,1.50,recoverability_score_planner_v5,3,32,0.81250,0.75000,0.00000,0.03125,1.97607,0.58410
slip,1.50,recoverability_score_planner_v5,4,32,0.75000,0.88889,0.00000,0.12500,1.95865,0.39956
slip,1.50,recoverability_score_planner_v5,5,32,0.96875,1.00000,0.00000,0.00000,1.83571,0.81096
slip,1.50,recoverability_score_planner_v5,6,32,0.93750,0.85714,0.00000,0.00000,1.89068,0.77531
slip,1.50,recoverability_score_planner_v5,7,32,0.96875,1.00000,0.00000,0.00000,1.93627,0.80291
slip,1.50,recoverability_score_planner_v5,8,32,0.81250,0.78571,0.00000,0.03125,1.97495,0.58419
slip,1.50,recoverability_score_planner_v5,9,32,0.93750,1.00000,0.00000,0.00000,1.88796,0.76459
slip,1.50,oracle_recoverability_upper_bound,0,32,0.93750,0.66667,0.00000,0.03125,1.78552,0.75716
slip,1.50,oracle_recoverability_upper_bound,1,32,0.93750,1.00000,0.00000,0.06250,1.81200,0.71754
slip,1.50,oracle_recoverability_upper_bound,2,32,0.96875,0.85714,0.00000,0.00000,1.79759,0.82494
slip,1.50,oracle_recoverability_upper_bound,3,32,0.93750,0.83333,0.00000,0.06250,1.76196,0.72154
slip,1.50,oracle_recoverability_upper_bound,4,32,0.93750,1.00000,0.00000,0.03125,1.77455,0.74710
slip,1.50,oracle_recoverability_upper_bound,5,32,1.00000,1.00000,0.00000,0.00000,1.75331,0.85974
slip,1.50,oracle_recoverability_upper_bound,6,32,0.93750,1.00000,0.00000,0.03125,1.76773,0.74764
slip,1.50,oracle_recoverability_upper_bound,7,32,1.00000,1.00000,0.00000,0.00000,1.76805,0.85856
slip,1.50,oracle_recoverability_upper_bound,8,32,0.96875,1.00000,0.00000,0.03125,1.74410,0.79172
slip,1.50,oracle_recoverability_upper_bound,9,32,0.90625,0.85714,0.00000,0.03125,1.78344,0.71514
trap,0.00,robust_margin_planner,0,32,0.18750,0.75000,0.00000,0.00000,2.38409,-0.28760
trap,0.00,robust_margin_planner,1,32,0.28125,0.80000,0.00000,0.03125,2.31264,-0.19282
trap,0.00,robust_margin_planner,2,32,0.15625,0.83333,0.00000,0.00000,2.41833,-0.33253
trap,0.00,robust_margin_planner,3,32,0.12500,1.00000,0.00000,0.00000,2.40706,-0.37382
trap,0.00,robust_margin_planner,4,32,0.21875,0.00000,0.00000,0.03125,2.32349,-0.27807
trap,0.00,robust_margin_planner,5,32,0.03125,0.60000,0.00000,0.00000,2.52508,-0.50982
trap,0.00,robust_margin_planner,6,32,0.25000,0.66667,0.00000,0.03125,2.35679,-0.23854
trap,0.00,robust_margin_planner,7,32,0.15625,1.00000,0.00000,0.00000,2.36932,-0.32861
trap,0.00,robust_margin_planner,8,32,0.12500,0.50000,0.00000,0.03125,2.37042,-0.40838
trap,0.00,robust_margin_planner,9,32,0.15625,0.66667,0.00000,0.00000,2.36874,-0.32856
trap,0.00,contingent_replanner,0,32,0.87500,0.66667,0.00000,0.00000,1.99265,0.67184
trap,0.00,contingent_replanner,1,32,0.93750,1.00000,0.00000,0.00000,1.96495,0.75843
trap,0.00,contingent_replanner,2,32,0.93750,1.00000,0.00000,0.03125,1.95263,0.72192
trap,0.00,contingent_replanner,3,32,0.87500,1.00000,0.00000,0.00000,2.04020,0.66803
trap,0.00,contingent_replanner,4,32,0.93750,1.00000,0.00000,0.00000,2.00419,0.75529
trap,0.00,contingent_replanner,5,32,0.96875,1.00000,0.00000,0.00000,1.98288,0.79918
trap,0.00,contingent_replanner,6,32,0.96875,1.00000,0.00000,0.00000,1.93669,0.80288
trap,0.00,contingent_replanner,7,32,0.93750,1.00000,0.00000,0.00000,1.95968,0.75885
trap,0.00,contingent_replanner,8,32,1.00000,1.00000,0.00000,0.00000,1.96938,0.84245
trap,0.00,contingent_replanner,9,32,0.93750,1.00000,0.00000,0.00000,1.97863,0.75733
trap,0.00,learned_failure_classifier,0,32,1.00000,1.00000,0.00000,0.00000,1.75527,0.85958
