split,method,seed,episodes,goal_success,deviation_rate,recovery_success,irreversible_failure,damage,budget_overrun,total_cost,recovery_attempts,calibration_error,predicted_unsafe,risk_upper,plan_diversity,safety_utility
adversarial_compound_shift,minus_irreversible_trap_penalty,5,80,0.67500,0.26250,0.95238,0.00000,0.01250,0.32500,1.98878,0.26250,0.34630,0.07782,0.14714,0.57143,0.38715
adversarial_compound_shift,minus_irreversible_trap_penalty,6,80,0.66250,0.30000,0.87500,0.00000,0.03750,0.33750,1.99806,0.30000,0.36631,0.08162,0.14592,0.57143,0.33953
adversarial_compound_shift,minus_irreversible_trap_penalty,7,80,0.78750,0.17500,1.00000,0.00000,0.01250,0.21250,1.93700,0.17500,0.27721,0.08491,0.15469,0.71429,0.54316
adversarial_compound_shift,minus_irreversible_trap_penalty,8,80,0.68750,0.23750,0.94737,0.00000,0.00000,0.31250,1.97898,0.23750,0.35693,0.10583,0.17737,0.71429,0.41981
adversarial_compound_shift,minus_irreversible_trap_penalty,9,80,0.71250,0.20000,0.81250,0.00000,0.00000,0.28750,1.94846,0.20000,0.30538,0.07861,0.14693,0.71429,0.45600
adversarial_compound_shift,minus_damage_penalty,0,80,0.82500,0.13750,0.90909,0.00000,0.01250,0.17500,1.86166,0.13750,0.23890,0.08348,0.15803,0.57143,0.59982
adversarial_compound_shift,minus_damage_penalty,1,80,0.72500,0.22500,0.94444,0.00000,0.01250,0.27500,1.95052,0.22500,0.32811,0.10447,0.17429,0.71429,0.45771
adversarial_compound_shift,minus_damage_penalty,2,80,0.71250,0.20000,1.00000,0.00000,0.01250,0.28750,1.93898,0.20000,0.32741,0.09256,0.16395,0.57143,0.44176
adversarial_compound_shift,minus_damage_penalty,3,80,0.75000,0.20000,0.68750,0.01250,0.02500,0.23750,1.93581,0.18750,0.32261,0.11759,0.17910,0.71429,0.46014
adversarial_compound_shift,minus_damage_penalty,4,80,0.77500,0.18750,0.93333,0.00000,0.01250,0.22500,1.92367,0.18750,0.27910,0.09824,0.16983,0.71429,0.52736
adversarial_compound_shift,minus_damage_penalty,5,80,0.80000,0.15000,0.66667,0.00000,0.02500,0.20000,1.90319,0.15000,0.24900,0.09129,0.16061,0.57143,0.54774
adversarial_compound_shift,minus_damage_penalty,6,80,0.71250,0.25000,0.75000,0.00000,0.01250,0.28750,1.94172,0.25000,0.32378,0.08616,0.15046,0.57143,0.44154
adversarial_compound_shift,minus_damage_penalty,7,80,0.82500,0.15000,0.91667,0.00000,0.00000,0.17500,1.89468,0.15000,0.25101,0.09307,0.16286,0.57143,0.61218
adversarial_compound_shift,minus_damage_penalty,8,80,0.73750,0.17500,0.92857,0.00000,0.00000,0.26250,1.94812,0.17500,0.31530,0.10039,0.17194,0.71429,0.48978
adversarial_compound_shift,minus_damage_penalty,9,80,0.72500,0.18750,0.66667,0.00000,0.03750,0.27500,1.96291,0.18750,0.32059,0.07701,0.14533,0.71429,0.42672
adversarial_compound_shift,minus_budget_slack,0,80,0.70000,0.20000,0.75000,0.00000,0.02500,0.30000,1.92943,0.20000,0.33215,0.06842,0.14298,0.57143,0.41065
adversarial_compound_shift,minus_budget_slack,1,80,0.72500,0.18750,0.86667,0.00000,0.02500,0.27500,1.97383,0.18750,0.30505,0.06702,0.13684,0.57143,0.44084
adversarial_compound_shift,minus_budget_slack,2,80,0.66250,0.18750,1.00000,0.00000,0.01250,0.33750,1.97256,0.18750,0.34716,0.05850,0.12989,0.71429,0.37157
adversarial_compound_shift,minus_budget_slack,3,80,0.58750,0.28750,0.86957,0.00000,0.02500,0.41250,2.04265,0.28750,0.42619,0.07545,0.13696,0.85714,0.24971
adversarial_compound_shift,minus_budget_slack,4,80,0.65000,0.20000,0.81250,0.01250,0.01250,0.33750,1.97270,0.18750,0.37728,0.05755,0.12914,0.85714,0.33718
adversarial_compound_shift,minus_budget_slack,5,80,0.76250,0.15000,0.91667,0.00000,0.02500,0.23750,1.92523,0.15000,0.27014,0.06116,0.13048,0.57143,0.49536
adversarial_compound_shift,minus_budget_slack,6,80,0.66250,0.22500,0.83333,0.00000,0.01250,0.33750,1.97322,0.22500,0.36189,0.05937,0.12367,0.57143,0.37152
adversarial_compound_shift,minus_budget_slack,7,80,0.73750,0.16250,0.84615,0.00000,0.02500,0.26250,1.95204,0.16250,0.29710,0.06619,0.13598,0.71429,0.45946
adversarial_compound_shift,minus_budget_slack,8,80,0.71250,0.17500,0.78571,0.00000,0.02500,0.28750,1.98137,0.17500,0.32038,0.07628,0.14782,0.71429,0.42337
adversarial_compound_shift,minus_budget_slack,9,80,0.65000,0.17500,0.71429,0.00000,0.01250,0.35000,1.96774,0.17500,0.36394,0.05509,0.12341,0.71429,0.35508
adversarial_compound_shift,minus_branch_entropy,0,80,0.72500,0.22500,0.83333,0.00000,0.00000,0.27500,1.93470,0.22500,0.32978,0.07542,0.14998,0.57143,0.47397
adversarial_compound_shift,minus_branch_entropy,1,80,0.75000,0.22500,0.88889,0.00000,0.00000,0.25000,1.95709,0.22500,0.28447,0.07585,0.14568,0.71429,0.50593
adversarial_compound_shift,minus_branch_entropy,2,80,0.82500,0.11250,1.00000,0.00000,0.00000,0.17500,1.87696,0.11250,0.21596,0.07148,0.14287,0.71429,0.61359
adversarial_compound_shift,minus_branch_entropy,3,80,0.70000,0.22500,0.72222,0.00000,0.03750,0.30000,1.96886,0.22500,0.34657,0.09809,0.15959,0.71429,0.39249
adversarial_compound_shift,minus_branch_entropy,4,80,0.73750,0.18750,0.93333,0.00000,0.00000,0.26250,1.93302,0.18750,0.30559,0.07892,0.15051,0.71429,0.49098
adversarial_compound_shift,minus_branch_entropy,5,80,0.77500,0.16250,0.76923,0.00000,0.01250,0.22500,1.92342,0.16250,0.26890,0.06943,0.13875,0.57143,0.52738
adversarial_compound_shift,minus_branch_entropy,6,80,0.78750,0.16250,0.92308,0.00000,0.01250,0.21250,1.90613,0.16250,0.25243,0.06522,0.12952,0.57143,0.54563
adversarial_compound_shift,minus_branch_entropy,7,80,0.72500,0.22500,0.83333,0.00000,0.00000,0.27500,1.96544,0.22500,0.30517,0.07143,0.14121,0.71429,0.47151
adversarial_compound_shift,minus_branch_entropy,8,80,0.68750,0.23750,0.89474,0.00000,0.01250,0.31250,1.99418,0.23750,0.34826,0.08414,0.15568,0.71429,0.40359
adversarial_compound_shift,minus_branch_entropy,9,80,0.65000,0.23750,0.78947,0.00000,0.02500,0.35000,2.00384,0.23750,0.36833,0.06391,0.13223,0.71429,0.33719
adversarial_compound_shift,minus_calibration_penalty,0,80,0.75000,0.21250,0.94118,0.00000,0.00000,0.25000,1.92187,0.21250,0.29990,0.07380,0.14835,0.57143,0.50875
adversarial_compound_shift,minus_calibration_penalty,1,80,0.72500,0.21250,0.88235,0.00000,0.02500,0.27500,1.96152,0.21250,0.32782,0.07450,0.14432,0.57143,0.44183
adversarial_compound_shift,minus_calibration_penalty,2,80,0.68750,0.23750,0.89474,0.00000,0.01250,0.31250,1.96661,0.23750,0.34237,0.07041,0.14180,0.71429,0.40580
adversarial_compound_shift,minus_calibration_penalty,3,80,0.77500,0.12500,0.80000,0.00000,0.01250,0.22500,1.89517,0.12500,0.28111,0.09011,0.15162,0.71429,0.52964
adversarial_compound_shift,minus_calibration_penalty,4,80,0.70000,0.22500,0.94444,0.00000,0.02500,0.30000,1.97357,0.22500,0.33148,0.07231,0.14390,0.71429,0.40711
adversarial_compound_shift,minus_calibration_penalty,5,80,0.75000,0.16250,0.92308,0.00000,0.02500,0.25000,1.91903,0.16250,0.29543,0.06722,0.13654,0.57143,0.47898
adversarial_compound_shift,minus_calibration_penalty,6,80,0.75000,0.17500,0.92857,0.00000,0.02500,0.25000,1.92333,0.17500,0.28690,0.06428,0.12858,0.57143,0.47863
adversarial_compound_shift,minus_calibration_penalty,7,80,0.76250,0.16250,0.76923,0.00000,0.02500,0.23750,1.93979,0.16250,0.27814,0.06874,0.13853,0.71429,0.49419
adversarial_compound_shift,minus_calibration_penalty,8,80,0.66250,0.21250,0.64706,0.00000,0.03750,0.33750,1.99219,0.21250,0.35666,0.08190,0.15344,0.71429,0.34000
adversarial_compound_shift,minus_calibration_penalty,9,80,0.75000,0.13750,1.00000,0.00000,0.00000,0.25000,1.93080,0.13750,0.27749,0.06301,0.13133,0.71429,0.50804
adversarial_compound_shift,risk_only_score,0,80,0.58750,0.21250,0.94118,0.00000,0.01250,0.41250,2.03179,0.21250,0.43475,0.08903,0.16358,0.85714,0.26558
adversarial_compound_shift,risk_only_score,1,80,0.48750,0.25000,0.90000,0.00000,0.03750,0.51250,2.15112,0.25000,0.50997,0.06548,0.13530,0.85714,0.09104
adversarial_compound_shift,risk_only_score,2,80,0.57500,0.18750,0.80000,0.01250,0.05000,0.41250,2.04456,0.17500,0.44039,0.07172,0.14311,0.85714,0.18519
adversarial_compound_shift,risk_only_score,3,80,0.50000,0.23750,0.84211,0.01250,0.05000,0.48750,2.12993,0.22500,0.50335,0.08284,0.14435,0.85714,0.07711
adversarial_compound_shift,risk_only_score,4,80,0.52500,0.20000,0.81250,0.00000,0.02500,0.47500,2.06788,0.20000,0.48252,0.07969,0.15127,0.85714,0.16332
adversarial_compound_shift,risk_only_score,5,80,0.55000,0.16250,0.92308,0.00000,0.02500,0.45000,2.07877,0.16250,0.44114,0.08615,0.15548,0.85714,0.19620
adversarial_compound_shift,risk_only_score,6,80,0.55000,0.30000,0.91667,0.01250,0.01250,0.43750,2.09800,0.28750,0.45980,0.08203,0.14632,0.85714,0.19216
adversarial_compound_shift,risk_only_score,7,80,0.57500,0.21250,0.70588,0.00000,0.03750,0.42500,2.06956,0.21250,0.44166,0.08007,0.14985,0.85714,0.21569
adversarial_compound_shift,risk_only_score,8,80,0.62500,0.11250,0.77778,0.00000,0.00000,0.37500,2.01456,0.11250,0.40070,0.08265,0.15419,0.85714,0.33259
adversarial_compound_shift,risk_only_score,9,80,0.52500,0.22500,0.83333,0.00000,0.01250,0.47500,2.09287,0.22500,0.47809,0.06583,0.13415,0.85714,0.17632
adversarial_compound_shift,expected_utility_only,0,80,0.78750,0.16250,0.84615,0.00000,0.01250,0.21250,1.87218,0.16250,0.25556,0.07814,0.15269,0.71429,0.54835
adversarial_compound_shift,expected_utility_only,1,80,0.73750,0.21250,0.88235,0.00000,0.00000,0.26250,1.95443,0.21250,0.29632,0.07720,0.14702,0.71429,0.48927
adversarial_compound_shift,expected_utility_only,2,80,0.77500,0.15000,0.66667,0.01250,0.03750,0.21250,1.90331,0.13750,0.25294,0.07430,0.14569,0.71429,0.48149
adversarial_compound_shift,expected_utility_only,3,80,0.76250,0.20000,0.81250,0.00000,0.02500,0.23750,1.93593,0.20000,0.30326,0.10337,0.16487,0.71429,0.49450
adversarial_compound_shift,expected_utility_only,4,80,0.73750,0.23750,0.89474,0.01250,0.05000,0.25000,1.93428,0.22500,0.31485,0.08387,0.15545,0.71429,0.41338
adversarial_compound_shift,expected_utility_only,5,80,0.77500,0.17500,0.71429,0.00000,0.01250,0.22500,1.91619,0.17500,0.26504,0.07321,0.14253,0.57143,0.52795
adversarial_compound_shift,expected_utility_only,6,80,0.78750,0.16250,0.69231,0.00000,0.01250,0.21250,1.90447,0.16250,0.25564,0.07410,0.13840,0.71429,0.54577
adversarial_compound_shift,expected_utility_only,7,80,0.76250,0.21250,1.00000,0.00000,0.01250,0.23750,1.94892,0.21250,0.27364,0.07761,0.14740,0.71429,0.50846
adversarial_compound_shift,expected_utility_only,8,80,0.70000,0.23750,0.89474,0.00000,0.01250,0.30000,1.99056,0.23750,0.32170,0.08638,0.15792,0.71429,0.42075
adversarial_compound_shift,expected_utility_only,9,80,0.81250,0.10000,0.87500,0.00000,0.00000,0.18750,1.88604,0.10000,0.22889,0.07128,0.13960,0.71429,0.59599
combined_hard_shift,full_recoverability_score_v5,0,80,0.83750,0.17500,1.00000,0.00000,0.00000,0.16250,1.89617,0.17500,0.19531,0.05315,0.12770,0.57143,0.62893
combined_hard_shift,full_recoverability_score_v5,1,80,0.86250,0.13750,0.81818,0.00000,0.00000,0.13750,1.89349,0.13750,0.17694,0.05846,0.12828,0.71429,0.66290
combined_hard_shift,full_recoverability_score_v5,2,80,0.88750,0.11250,0.88889,0.00000,0.02500,0.11250,1.88336,0.11250,0.15103,0.05398,0.12537,0.71429,0.66746
combined_hard_shift,full_recoverability_score_v5,3,80,0.86250,0.12500,0.90000,0.00000,0.02500,0.13750,1.90177,0.12500,0.18338,0.05590,0.11741,0.71429,0.63223
combined_hard_shift,full_recoverability_score_v5,4,80,0.83750,0.18750,0.93333,0.00000,0.00000,0.16250,1.89733,0.18750,0.20881,0.05943,0.13102,0.57143,0.62884
combined_hard_shift,full_recoverability_score_v5,5,80,0.83750,0.15000,0.91667,0.00000,0.00000,0.16250,1.89785,0.15000,0.20057,0.05386,0.12318,0.71429,0.62880
combined_hard_shift,full_recoverability_score_v5,6,80,0.77500,0.23750,0.94737,0.00000,0.00000,0.22500,1.97282,0.23750,0.25441,0.04457,0.10887,0.57143,0.53842
combined_hard_shift,full_recoverability_score_v5,7,80,0.81250,0.18750,1.00000,0.00000,0.00000,0.18750,1.93537,0.18750,0.22572,0.05870,0.12848,0.57143,0.59205
combined_hard_shift,full_recoverability_score_v5,8,80,0.83750,0.15000,0.75000,0.00000,0.01250,0.16250,1.89269,0.15000,0.20909,0.06693,0.13847,0.57143,0.61421
combined_hard_shift,full_recoverability_score_v5,9,80,0.81250,0.21250,0.88235,0.01250,0.03750,0.16250,1.93744,0.20000,0.21296,0.04558,0.11390,0.71429,0.53375
combined_hard_shift,minus_recovery_success,0,80,0.87500,0.13750,0.81818,0.00000,0.01250,0.11250,1.88914,0.13750,0.16579,0.05746,0.13201,0.57143,0.66949
combined_hard_shift,minus_recovery_success,1,80,0.80000,0.21250,0.88235,0.00000,0.02500,0.18750,1.93556,0.21250,0.24567,0.06653,0.13636,0.71429,0.54953
combined_hard_shift,minus_recovery_success,2,80,0.77500,0.20000,0.81250,0.00000,0.02500,0.22500,1.95478,0.20000,0.25722,0.05753,0.12892,0.71429,0.50987
combined_hard_shift,minus_recovery_success,3,80,0.81250,0.16250,0.84615,0.00000,0.03750,0.18750,1.93340,0.16250,0.22379,0.05498,0.11648,0.71429,0.54720
combined_hard_shift,minus_recovery_success,4,80,0.85000,0.17500,0.92857,0.00000,0.00000,0.15000,1.90026,0.17500,0.19928,0.06251,0.13410,0.71429,0.64548
combined_hard_shift,minus_recovery_success,5,80,0.75000,0.21250,0.70588,0.01250,0.05000,0.22500,1.93081,0.20000,0.28417,0.06302,0.13235,0.71429,0.43491
combined_hard_shift,minus_recovery_success,6,80,0.81250,0.20000,0.93750,0.00000,0.01250,0.18750,1.95239,0.20000,0.21154,0.05207,0.11637,0.57143,0.57568
combined_hard_shift,minus_recovery_success,7,80,0.82500,0.16250,0.84615,0.00000,0.01250,0.17500,1.92289,0.16250,0.20828,0.06792,0.13771,0.71429,0.59492
combined_hard_shift,minus_recovery_success,8,80,0.85000,0.15000,0.83333,0.00000,0.02500,0.15000,1.89971,0.15000,0.19916,0.07256,0.14410,0.71429,0.61552
combined_hard_shift,minus_recovery_success,9,80,0.88750,0.10000,1.00000,0.00000,0.00000,0.11250,1.88898,0.10000,0.15040,0.04827,0.11659,0.71429,0.69701
combined_hard_shift,minus_recovery_cost,0,80,0.85000,0.17500,0.92857,0.00000,0.01250,0.15000,1.89260,0.17500,0.18276,0.05476,0.12931,0.57143,0.63109
combined_hard_shift,minus_recovery_cost,1,80,0.85000,0.17500,0.64286,0.00000,0.03750,0.15000,1.92416,0.17500,0.19469,0.05759,0.12741,0.71429,0.59857
combined_hard_shift,minus_recovery_cost,2,80,0.78750,0.21250,0.82353,0.00000,0.05000,0.21250,1.95627,0.21250,0.24396,0.05230,0.12369,0.71429,0.49662
combined_hard_shift,minus_recovery_cost,3,80,0.88750,0.10000,0.87500,0.00000,0.02500,0.11250,1.88615,0.10000,0.15308,0.05388,0.11539,0.71429,0.66723
combined_hard_shift,minus_recovery_cost,4,80,0.87500,0.16250,0.84615,0.00000,0.01250,0.12500,1.89669,0.16250,0.16758,0.05603,0.12762,0.57143,0.66452
combined_hard_shift,minus_recovery_cost,5,80,0.85000,0.15000,0.75000,0.00000,0.01250,0.15000,1.89406,0.15000,0.19383,0.05579,0.12511,0.71429,0.63098
combined_hard_shift,minus_recovery_cost,6,80,0.82500,0.17500,1.00000,0.00000,0.00000,0.17500,1.93475,0.17500,0.20293,0.04360,0.10789,0.57143,0.60897
combined_hard_shift,minus_recovery_cost,7,80,0.87500,0.12500,0.70000,0.00000,0.00000,0.12500,1.89928,0.12500,0.16938,0.05853,0.12832,0.57143,0.67931
combined_hard_shift,minus_recovery_cost,8,80,0.86250,0.13750,0.63636,0.00000,0.03750,0.12500,1.86677,0.13750,0.19173,0.06872,0.14026,0.71429,0.62441
combined_hard_shift,minus_recovery_cost,9,80,0.81250,0.20000,0.68750,0.00000,0.06250,0.18750,1.95050,0.20000,0.21786,0.04535,0.11368,0.71429,0.51584
combined_hard_shift,minus_irreversible_trap_penalty,0,80,0.83750,0.16250,0.69231,0.00000,0.01250,0.16250,1.88284,0.16250,0.20779,0.06513,0.13969,0.57143,0.61500
combined_hard_shift,minus_irreversible_trap_penalty,1,80,0.87500,0.15000,0.75000,0.00000,0.01250,0.11250,1.90407,0.15000,0.19274,0.07535,0.14517,0.57143,0.66830
combined_hard_shift,minus_irreversible_trap_penalty,2,80,0.85000,0.16250,0.84615,0.00000,0.02500,0.15000,1.88543,0.16250,0.20866,0.07206,0.14345,0.71429,0.61667
combined_hard_shift,minus_irreversible_trap_penalty,3,80,0.86250,0.13750,0.81818,0.00000,0.01250,0.12500,1.89325,0.13750,0.18533,0.06643,0.12793,0.71429,0.65229
combined_hard_shift,minus_irreversible_trap_penalty,4,80,0.80000,0.22500,1.00000,0.00000,0.01250,0.20000,1.91137,0.22500,0.23217,0.06907,0.14066,0.71429,0.56209
combined_hard_shift,minus_irreversible_trap_penalty,5,80,0.73750,0.25000,1.00000,0.00000,0.00000,0.26250,1.94292,0.25000,0.30195,0.07193,0.14125,0.71429,0.49019
combined_hard_shift,minus_irreversible_trap_penalty,6,80,0.82500,0.18750,0.86667,0.00000,0.01250,0.17500,1.92063,0.18750,0.21588,0.06387,0.12816,0.57143,0.59510
combined_hard_shift,minus_irreversible_trap_penalty,7,80,0.86250,0.13750,0.90909,0.00000,0.00000,0.13750,1.90108,0.13750,0.19475,0.07796,0.14775,0.71429,0.66229
combined_hard_shift,minus_irreversible_trap_penalty,8,80,0.82500,0.17500,0.92857,0.00000,0.00000,0.17500,1.89548,0.17500,0.22535,0.07499,0.14653,0.57143,0.61211
combined_hard_shift,minus_irreversible_trap_penalty,9,80,0.83750,0.20000,1.00000,0.00000,0.00000,0.16250,1.91968,0.20000,0.21094,0.06310,0.13143,0.42857,0.62705
combined_hard_shift,minus_damage_penalty,0,80,0.88750,0.12500,0.80000,0.00000,0.01250,0.10000,1.86439,0.12500,0.16314,0.06813,0.14268,0.57143,0.68835
combined_hard_shift,minus_damage_penalty,1,80,0.85000,0.22500,1.00000,0.00000,0.00000,0.15000,1.90899,0.22500,0.22155,0.08661,0.15643,0.71429,0.64478
combined_hard_shift,minus_damage_penalty,2,80,0.77500,0.23750,0.89474,0.00000,0.01250,0.22500,1.92564,0.23750,0.26360,0.07288,0.14427,0.71429,0.52720
combined_hard_shift,minus_damage_penalty,3,80,0.81250,0.18750,0.93333,0.00000,0.02500,0.18750,1.91708,0.18750,0.21585,0.06448,0.12598,0.71429,0.56351
combined_hard_shift,minus_damage_penalty,4,80,0.81250,0.17500,0.85714,0.00000,0.00000,0.18750,1.89421,0.17500,0.23101,0.06925,0.14084,0.71429,0.59534
combined_hard_shift,minus_damage_penalty,5,80,0.86250,0.16250,0.76923,0.00000,0.02500,0.13750,1.87259,0.16250,0.19416,0.07111,0.14044,0.57143,0.63457
combined_hard_shift,minus_damage_penalty,6,80,0.81250,0.23750,0.84211,0.00000,0.01250,0.18750,1.96029,0.23750,0.23185,0.05641,0.12071,0.57143,0.57505
combined_hard_shift,minus_damage_penalty,7,80,0.88750,0.11250,0.77778,0.00000,0.02500,0.11250,1.88658,0.11250,0.17534,0.07684,0.14663,0.57143,0.66720
combined_hard_shift,minus_damage_penalty,8,80,0.88750,0.15000,0.75000,0.00000,0.03750,0.11250,1.87685,0.15000,0.19330,0.09346,0.16500,0.71429,0.65298
combined_hard_shift,minus_damage_penalty,9,80,0.85000,0.16250,0.92308,0.00000,0.02500,0.15000,1.89746,0.16250,0.19456,0.06419,0.13251,0.71429,0.61570
combined_hard_shift,minus_budget_slack,0,80,0.83750,0.18750,0.86667,0.00000,0.01250,0.16250,1.90825,0.18750,0.20119,0.05178,0.12633,0.57143,0.61297
combined_hard_shift,minus_budget_slack,1,80,0.80000,0.18750,1.00000,0.00000,0.00000,0.20000,1.94167,0.18750,0.22939,0.05358,0.12341,0.71429,0.57467
combined_hard_shift,minus_budget_slack,2,80,0.88750,0.11250,1.00000,0.00000,0.01250,0.11250,1.89179,0.11250,0.15236,0.05096,0.12235,0.71429,0.68178
